doi,cited_by,resolution_method,article_title,journal,year
10.1016/j.mee.2018.01.027,cremers2019,crossref_deposited,Towards sub-micrometer high aspect ratio X-ray gratings by atomic layer deposition of iridium,Microelectron. Eng.,2018
10.1016/j.mee.2018.01.033,cremers2019,crossref_deposited,Exploiting atomic layer deposition for fabricating sub-10 nm X-ray lenses,Microelectron. Eng.,2018
10.1088/1361-651x/aa5f9d,cremers2019,crossref_deposited,Simulation approach of atomic layer deposition in large 3D structures,Modell. Simul. Mater. Sci. Eng.,2017
10.1038/am.2016.182,popov2025,crossref_deposited,,NPG Asia Mater.,2016
10.1016/j.nanoen.2016.01.016,cremers2019,crossref_deposited,Electrocatalysts by atomic layer deposition for fuel cell applications,Nano Energy,2016
10.1016/j.nanoen.2017.02.015,popov2025,crossref_deposited,,Nano Energy,2017
10.1021/nl303101n,popov2025,crossref_deposited,,Nano Lett.,2012
10.1021/nl4030038,popov2025,crossref_deposited,,Nano Lett.,2014
10.1021/acs.nanolett.6b03638,popov2025,crossref_deposited,,Nano Lett.,2016
10.1007/s12274-010-0066-9,cremers2019,crossref_deposited,Precise control of highly ordered arrays of nested semiconductor/metal nanotubes,Nano Res.,2011
10.3390/nano12193381,popov2025,crossref_deposited,,Nanomaterials,2022
10.3390/nano13192702,popov2025,crossref_deposited,,Nanomaterials,2023
10.1039/c1nr10349k,cremers2019,crossref_deposited,Nanoengineering and interfacial engineering of photovoltaics by atomic layer deposition,Nanoscale,2011
10.1039/c4nr05049e,cremers2019,crossref_deposited,Atomic layer deposition-based tuning of the pore size in mesoporous thin films studied by in situ grazing incidence small angle X-ray scattering,Nanoscale,2014
10.1039/c4nr04816d,popov2025,crossref_deposited,,Nanoscale,2014
10.1039/c4nr02451f,popov2025,crossref_deposited,,Nanoscale,2014
10.1039/c6nr06021h,popov2025,crossref_deposited,,Nanoscale,2017
10.1039/c8nr08040b,popov2025,crossref_deposited,,Nanoscale,2019
10.1039/d0nr01092h,popov2025,crossref_deposited,,Nanoscale,2020
10.1007/s11671-010-9676-0,popov2025,crossref_deposited,,Nanoscale Res. Lett.,2010
10.1186/s11671-015-0872-9,cremers2019,crossref_deposited,"AAO-assisted synthesis of highly ordered, large-scale TiO2 nanowire arrays via sputtering and atomic layer deposition",Nanoscale Res. Lett.,2015
10.1186/s11671-017-2414-0,popov2025,crossref_deposited,,Nanoscale Res. Lett.,2018
10.1186/s11671-019-2989-8,popov2025,crossref_deposited,,Nanoscale Res. Lett.,2019
10.1186/s11671-020-03382-1,popov2025,crossref_deposited,,Nanoscale Res. Lett.,2020
10.1088/0957-4484/3/2/001,cremers2019,crossref_deposited,Study of reactive ion etched nanometre size trenches using a combined scanning electron microscope and scanning tunnelling microscope,Nanotechnology,1992
10.1088/0957-4484/19/04/045302,cremers2019,crossref_deposited,Ru nanostructure fabrication using an anodic aluminum oxide nanotemplate and highly conformal Ru atomic layer deposition,Nanotechnology,2008
10.1088/0957-4484/21/40/405602,popov2025,crossref_deposited,,Nanotechnology,2010
10.1088/0957-4484/24/37/375301,cremers2019,crossref_deposited,Microfluidic hydrothermal growth of ZnO nanowires over high aspect ratio microstructures,Nanotechnology,2013
10.1088/0957-4484/24/1/015602,cremers2019,crossref_deposited,Pt-Al2O3 dual layer atomic layer deposition coating in high aspect ratio nanopores,Nanotechnology,2013
10.1088/0957-4484/26/5/054001,popov2025,crossref_deposited,,Nanotechnology,2015
10.1088/0957-4484/27/34/345709,cremers2019,crossref_deposited,Temperature-dependent magnetic properties of Ni nanotubes synthesized by atomic layer deposition,Nanotechnology,2016
10.1088/1361-6528/aaad58,cremers2019,crossref_deposited,Core-shell titanium dioxide-titanium nitride nanotube arrays with near-infrared plasmon resonances,Nanotechnology,2018
10.1088/1361-6528/aacda0,popov2025,crossref_deposited,,Nanotechnology,2018
10.1088/1361-6528/ab6fd6,popov2025,crossref_deposited,,Nanotechnology,2020
10.1088/1361-6528/abc50b,popov2025,crossref_deposited,,Nanotechnology,2021
10.1038/s41467-020-16654-2,popov2025,crossref_deposited,,Nat. Commun.,2020
10.1038/nmat1000,popov2025,crossref_deposited,,Nat. Mater.,2003
10.1038/nnano.2014.247,cremers2019,crossref_deposited,An all-in-one nanopore battery array,Nat. Nanotechnol.,2014
10.1364/oe.19.026056,cremers2019,crossref_deposited,Large-area plasmonic hot-spot arrays: Sub-2 nm interparticle separations with plasma-enhanced atomic layer deposition of Ag on periodic arrays of Si nanopillars,Opt. Express,2011
10.1364/oe.26.009344,popov2025,crossref_deposited,,Opt. Express,2018
10.1098/rstl.1879.0067,cremers2019,crossref_deposited,On stresses in rarified gases arising from inequalities in temperature,"Philos. Trans. R. Soc. London, Sect. A",1879
10.1039/c2cp40355b,popov2025,crossref_deposited,,Phys. Chem. Chem. Phys.,2012
10.1039/c5cp02184g,popov2025,crossref_deposited,,Phys. Chem. Chem. Phys.,2015
10.1103/physrevlett.81.3014,cremers2019,crossref_deposited,Crystalline oxides on silicon: The first five monolayers,Phys. Rev. Lett.,1998
10.1103/physrevmaterials.6.044411,popov2025,crossref_deposited,,Phys. Rev. Mater.,2022
10.1002/pssr.201004462,popov2025,crossref_deposited,,Phys. Status Solidi (RRL),2011
10.1002/pssr.201700076,popov2025,crossref_deposited,,Phys. Status Solidi (RRL),2017
10.1002/pssr.201800023,popov2025,crossref_deposited,,Phys. Status Solidi (RRL),2018
10.1002/pssr.201900018,popov2025,crossref_deposited,,Phys. Status Solidi (RRL),2019
10.1002/pssr.202000565,popov2025,crossref_deposited,,Phys. Status Solidi (RRL),2021
10.1002/pssa.201330080,popov2025,crossref_deposited,,Phys. Status Solidi A,2014
10.1002/pssa.201532305,popov2025,crossref_deposited,,Phys. Status Solidi A,2015
10.1002/pssa.201900058,popov2025,crossref_deposited,,Phys. Status Solidi A,2019
10.1088/0963-0252/9/3/302,cremers2019,crossref_deposited,Surface and volume loss of atomic nitrogen in a parallel plate rf discharge reactor,Plasma Sources Sci. Technol.,2000
10.1088/0963-0252/13/2/009,cremers2019,crossref_deposited,Study of oxygen atom recombination on a Pyrex surface at different wall temperatures by means of time-resolved actinometry in a double pulse discharge technique,Plasma Sources Sci. Technol.,2004
10.1088/0963-0252/15/3/025,cremers2019,crossref_deposited,Atomic oxygen surface loss probability on silica in microwave plasmas studied by a pulsed induced fluorescence technique,Plasma Sources Sci. Technol.,2006
10.1016/j.poly.2005.10.019,cremers2019,crossref_deposited,The crystal structure of tetrakis(dimethylamino)titanium(IV),Polyhedron,2006
10.1002/pip.1039,popov2025,crossref_deposited,,Prog. Photovoltaics Res. Appl.,2011
10.1002/pip.1153,popov2025,crossref_deposited,,Prog. Photovoltaics Res. Appl.,2012
10.1351/pac199466081739,cremers2019,crossref_deposited,Recommendations for the characterization of porous solids,Pure Appl. Chem.,1994
10.1039/c2ra20731a,popov2025,crossref_deposited,,RSC Adv.,2012
10.1039/c3ra23320k,popov2025,crossref_deposited,,RSC Adv.,2013
10.1039/c3ra40745d,popov2025,crossref_deposited,,RSC Adv.,2013
10.1039/c2ra22820c,popov2025,crossref_deposited,,RSC Adv.,2013
10.1039/c3ra42928h,cremers2019,crossref_deposited,Atomic layer deposition-based synthesis of photoactive TiO2 nanoparticle chains by using carbon nanotubes as sacrificial templates,RSC Adv.,2014
10.1039/c3ra47469k,popov2025,crossref_deposited,,RSC Adv.,2014
10.1039/c4ra06308b,popov2025,crossref_deposited,,RSC Adv.,2014
10.1039/c6ra00468g,popov2025,crossref_deposited,,RSC Adv.,2016
10.1039/c6ra27644j,popov2025,crossref_deposited,,RSC Adv.,2017
10.1039/c7ra07722j,popov2025,crossref_deposited,,RSC Adv.,2017
10.1039/c7ra13417g,popov2025,crossref_deposited,,RSC Adv.,2018
10.1039/d0ra01602k,popov2025,crossref_deposited,,RSC Adv.,2020
10.1039/d1ra00507c,popov2025,crossref_deposited,,RSC Adv.,2021
10.1039/d0ra10239c,popov2025,crossref_deposited,,RSC Adv.,2021
10.1039/d1ra03942c,popov2025,crossref_deposited,,RSC Adv.,2021
10.1039/d0ra09876k,popov2025,crossref_deposited,,RSC Adv.,2021
10.1039/d3ra05217f,popov2025,crossref_deposited,,RSC Adv.,2023
10.1016/j.radmeas.2009.10.028,cremers2019,crossref_deposited,Track-etch membranes enabled nano-/microtechnology: A review,Radiat. Meas.,2009
10.34133/2021/9862483,popov2025,crossref_deposited,,Research,
10.1016/j.rinma.2020.100088,popov2025,crossref_deposited,,Results Mater.,2020
10.1134/s1070427221070053,popov2025,crossref_deposited,,Russ. J. Appl. Chem.,2021
10.1134/s1070363210060204,popov2025,crossref_deposited,,Russ. J. Gen. Chem.,2010
10.1134/s1070363218080236,popov2025,crossref_deposited,,Russ. J. Gen. Chem.,2018
10.1134/s0036024414090143,popov2025,crossref_deposited,,Russ. J. Phys. Chem. A,2014
10.1134/s0036024422100181,popov2025,crossref_deposited,,Russ. J. Phys. Chem. A,2022
10.1134/s1063739718020026,popov2025,crossref_deposited,,Russ. Microlectron.,2018
10.1134/s1063739719010025,popov2025,crossref_deposited,,Russ. Microlectron.,2019
10.1007/s11432-016-5566-0,cremers2019,crossref_deposited,3D resistive RAM cell design for high-density storage class memory—A review,Sci. China Inform. Sci.,2016
10.1038/srep18401,cremers2019,crossref_deposited,Controlled phase and tunable magnetism in ordered iron oxide nanotube arrays prepared by atomic layer deposition,Sci. Rep.,2016
10.1088/0268-1242/27/7/074002,cremers2019,crossref_deposited,Atomic layer deposition for photovoltaics: Applications and prospects for solar cell manufacturing,Semicond. Sci. Technol.,2012
10.1088/0268-1242/27/7/074003,popov2025,crossref_deposited,,Semicond. Sci. Technol.,2012
10.1088/0268-1242/27/7/074006,popov2025,crossref_deposited,,Semicond. Sci. Technol.,2012
10.1088/0268-1242/31/9/095002,popov2025,crossref_deposited,,Semicond. Sci. Technol.,2016
10.1088/1361-6641/aa7ade,cremers2019,crossref_deposited,Atomic layer deposition of ZnO: A review atomic layer deposition: An enabling technology for the growth of functional nanoscale semiconductors,Semicond. Sci. Technol..,2017
10.1016/s0924-4247(02)00319-9,cremers2019,crossref_deposited,Atomic layer deposited protective coatings for micro-electromechanical systems,Sens. Actuator,2003
10.1016/j.snb.2007.09.077,cremers2019,crossref_deposited,Fabrication and fluidic characterization of silicon micropillar array electrospray ionization chip,Sens. Actuator B,2008
10.1002/smll.200700815,cremers2019,crossref_deposited,TEM-based metrology for HfO2 layers and nanotubes formed in anodic aluminum oxide nanopore structures,Small,2008
10.1002/smll.201800547,popov2025,crossref_deposited,,Small,2018
10.1002/smll.202102635,popov2025,crossref_deposited,,Small,2021
10.1088/0964-1726/10/6/302,cremers2019,crossref_deposited,Deep reactive ion etching: A promising technology for micro- and nanosatellites,Smart Mater. Struct.,2001
10.1016/j.solmat.2016.01.043,popov2025,crossref_deposited,,Sol. Energy Mater. Sol. Cells,2016
10.1016/j.sse.2012.04.005,cremers2019,crossref_deposited,Enhancement of FinFET performance using 25-nm-thin sidewall spacer grown by atomic layer deposition,Solid-State Electron.,2012
10.1016/j.sse.2016.04.006,popov2025,crossref_deposited,,Solid-State Electron.,2016
10.1016/s0167-2991(99)80570-9,cremers2019,crossref_deposited,Adsorption controlled preparation of heterogenous catalysts,Stud. Surf. Sci. Catal.,1999
10.1016/j.surfcoat.2007.04.079,cremers2019,crossref_deposited,Transient ALD simulations for a multi-wafer reactor with trenched wafers,Surf. Coat. Technol.,2007
10.1016/j.surfcoat.2009.11.039,popov2025,crossref_deposited,,Surf. Coat. Technol.,2010
10.1016/j.surfcoat.2012.02.038,cremers2019,crossref_deposited,Conformality of thermal and plasma enhanced atomic layer deposition on a non-woven fibrous substrate,Surf. Coat. Technol.,2012
10.1016/j.surfcoat.2013.04.050,popov2025,crossref_deposited,,Surf. Coat. Technol.,2013
10.1016/j.surfcoat.2016.08.074,popov2025,crossref_deposited,,Surf. Coat. Technol.,2016
10.1016/j.surfcoat.2018.01.047,popov2025,crossref_deposited,,Surf. Coat. Technol.,2018
10.1016/j.surfin.2023.103499,popov2025,crossref_deposited,,Surf. Interfaces,2023
10.1016/0039-6028(89)90077-0,cremers2019,crossref_deposited,Reaction of atomic hydrogen with crystalline silicon,Surf. Sci.,1989
10.1109/iedm.2003.1269265,cremers2019,bibliographic_search,A model for Al2O3 ALD conformity and deposition rate from oxygen precursor reactivity,Tech. Dig.-Int Electron Devices. Meet.,
10.1007/s00214-014-1465-x,cremers2019,crossref_deposited,A Markov chain approach to simulate atomic layer deposition chemistry and transport inside nanostructured substrates,Theor. Chem. Acc.,2014
10.1016/s0040-6090(96)09428-x,cremers2019,crossref_deposited,Porous silicon host matrix for deposition by atomic layer epitaxy,Thin Solid Films,1997
10.1016/s0040-6090(02)00117-7,cremers2019,crossref_deposited,Atomic layer deposition (ALD): From precursors to thin film structures,Thin Solid Films,2002
10.1016/s0040-6090(01)01678-9,cremers2019,crossref_deposited,Thin film atomic layer deposition equipment for semiconductor processing,Thin Solid Films,2002
10.1016/s0040-6090(02)00236-5,cremers2019,crossref_deposited,Predective modeling of atomic layer deposition on the feature scale,Thin Solid Films,2002
10.1016/j.tsf.2006.05.049,cremers2019,crossref_deposited,Atomic layer deposition of palladium films on Al2O3 surfaces,Thin Solid Films,2006
10.1016/j.tsf.2008.09.007,cremers2019,crossref_deposited,Applications of atomic layer deposition to nanofabrication and emerging nanodevices,Thin Solid Films,2009
10.1016/j.tsf.2009.12.029,cremers2019,crossref_deposited,TEM characterization of ALD layers in deep trenches using a dedicated FIB lamellae preparation method,Thin Solid Films,2010
10.1016/j.tsf.2009.12.063,popov2025,crossref_deposited,,Thin Solid Films,2010
10.1016/j.tsf.2010.07.115,popov2025,crossref_deposited,,Thin Solid Films,2010
10.1016/j.tsf.2011.01.191,popov2025,crossref_deposited,,Thin Solid Films,2011
10.1016/j.tsf.2011.10.186,popov2025,crossref_deposited,,Thin Solid Films,2012
10.1016/j.tsf.2011.11.088,popov2025,crossref_deposited,,Thin Solid Films,2012
10.1016/j.tsf.2013.03.074,cremers2019|popov2025,crossref_deposited,Atomic layer deposition of ruthenium (Ru) thin films using ethylbenzen-cyclohexadiene Ru(0) as a seed layer for copper metallization,Thin Solid Films,2013
10.1016/j.tsf.2013.01.091,popov2025,crossref_deposited,,Thin Solid Films,2013
10.1016/j.tsf.2013.06.074,popov2025,crossref_deposited,,Thin Solid Films,2013
10.1016/j.tsf.2012.11.127,popov2025,crossref_deposited,,Thin Solid Films,2013
10.1016/j.tsf.2014.06.038,popov2025,crossref_deposited,,Thin Solid Films,2014
10.1016/j.tsf.2014.01.034,popov2025,crossref_deposited,,Thin Solid Films,2014
10.1016/j.tsf.2013.10.139,popov2025,crossref_deposited,,Thin Solid Films,2014
10.1016/j.tsf.2015.07.003,popov2025,crossref_deposited,,Thin Solid Films,2015
10.1016/j.tsf.2015.06.053,popov2025,crossref_deposited,,Thin Solid Films,2015
10.1016/j.tsf.2015.06.014,popov2025,crossref_deposited,,Thin Solid Films,2015
10.1016/j.tsf.2015.01.027,popov2025,crossref_deposited,,Thin Solid Films,2015
10.1016/j.tsf.2015.01.045,popov2025,crossref_deposited,,Thin Solid Films,2015
10.1016/j.tsf.2015.03.014,popov2025,crossref_deposited,,Thin Solid Films,2015
10.1016/j.tsf.2015.07.037,popov2025,crossref_deposited,,Thin Solid Films,2015
10.1016/j.tsf.2015.06.033,popov2025,crossref_deposited,,Thin Solid Films,2015
10.1016/j.tsf.2016.03.018,popov2025,crossref_deposited,,Thin Solid Films,2016
10.1016/j.tsf.2016.05.048,popov2025,crossref_deposited,,Thin Solid Films,2016
10.1016/j.tsf.2016.01.024,popov2025,crossref_deposited,,Thin Solid Films,2016
10.1016/j.tsf.2018.06.011,popov2025,crossref_deposited,,Thin Solid Films,2018
10.1016/j.tsf.2021.138955,popov2025,crossref_deposited,,Thin Solid Films,2021
10.1039/tf9585401323,cremers2019,crossref_deposited,The recombination of oxygen atoms at surfaces,Trans. Faraday Soc.,1958
10.1007/s11242-012-9966-3,cremers2019,crossref_deposited,Knudsen diffusion through cylindrical tubes of varying radii: Theory and Monte Carlo simulations,Transp. Porous Med.,2012
10.1016/j.wear.2015.02.037,popov2025,crossref_deposited,,Wear,2015
10.1002/zaac.19754140203,popov2025,crossref_deposited,,Z. Anorg. Allg. Chem.,1975
