review,ref_index,doi,resolution_method,match_score,article_title,journal,year,unstructured
popov2025,596,10.1039/c8dt02508h,crossref_deposited,,,Dalton Trans.,2018,
popov2025,597,10.1002/admi.201600369,crossref_deposited,,,Adv. Mater. Interfaces,2016,
popov2025,598,10.1021/cs501532b,crossref_deposited,,,ACS Catal.,2015,
popov2025,599,10.1021/ic902411h,crossref_deposited,,,Inorg. Chem.,2010,
popov2025,600,10.1016/j.apsusc.2018.07.153,crossref_deposited,,,Appl. Surf. Sci.,2018,
popov2025,601,10.1021/acs.chemmater.2c02341,crossref_deposited,,,Chem. Mater.,2022,
popov2025,602,10.1021/acsaelm.3c00245,crossref_deposited,,,ACS Appl. Electron. Mater.,2023,
popov2025,603,10.1002/pssr.201004462,crossref_deposited,,,Phys. Status Solidi (RRL),2011,
popov2025,604,10.1021/cm1026128,crossref_deposited,,,Chem. Mater.,2011,
popov2025,605,10.1021/cm2030735,crossref_deposited,,,Chem. Mater.,2012,
popov2025,606,10.1021/cm301594p,crossref_deposited,,,Chem. Mater.,2012,
popov2025,607,10.1116/1.3670876,crossref_deposited,,,J. Vac. Sci. Technol. A,2012,
popov2025,608,10.1021/cm303703r,crossref_deposited,,,Chem. Mater.,2013,
popov2025,609,10.1016/j.tsf.2013.06.074,crossref_deposited,,,Thin Solid Films,2013,
popov2025,610,10.1002/cvde.201407115,crossref_deposited,,,Chem. Vap. Deposition,2014,
popov2025,611,10.1021/la500893u,crossref_deposited,,,Langmuir,2014,
popov2025,612,10.1021/acs.chemmater.7b04790,crossref_deposited,,,Chem. Mater.,2018,
popov2025,613,10.1116/1.3664097,crossref_deposited,,,J. Vac. Sci. Technol. A,2012,
popov2025,614,10.1002/admi.201800423,crossref_deposited,,,Adv. Mater. Interfaces,2018,
popov2025,615,10.1116/6.0001514,crossref_deposited,,,J. Vac. Sci. Technol. A,2022,
popov2025,616,10.1116/1.5079583,crossref_deposited,,,J. Vac. Sci. Technol. A,2019,
popov2025,617,10.1149/1.3582765,crossref_deposited,,,J. Electrochem. Soc.,2011,
popov2025,618,10.1134/s1070427221070053,crossref_deposited,,,Russ. J. Appl. Chem.,2021,
popov2025,619,10.1149/2.056311jes,crossref_deposited,,,J. Electrochem. Soc.,2013,
popov2025,620,10.1002/pssr.202000565,crossref_deposited,,,Phys. Status Solidi (RRL),2021,
popov2025,621,10.1134/s1070363210060204,crossref_deposited,,,Russ. J. Gen. Chem.,2010,
popov2025,622,10.1021/acs.chemmater.5b04402,crossref_deposited,,,Chem. Mater.,2016,
popov2025,623,10.1143/jjap.50.05ea06,crossref_deposited,,,Jpn. J. Appl. Phys.,2011,
popov2025,624,10.1063/1.3579195,crossref_deposited,,,Appl. Phys. Lett.,2011,
popov2025,625,10.3390/coatings8120431,crossref_deposited,,,Coatings,2018,
popov2025,626,10.1021/cm202901z,crossref_deposited,,,Chem. Mater.,2012,
popov2025,627,10.1039/c2ra22820c,crossref_deposited,,,RSC Adv.,2013,
popov2025,628,10.1557/jmr.2016.303,crossref_deposited,,,J. Mater. Res.,2017,
popov2025,629,10.1021/acs.chemmater.7b01130,crossref_deposited,,,Chem. Mater.,2017,
popov2025,630,10.1021/acs.chemmater.6b05084,crossref_deposited,,,Chem. Mater.,2017,
popov2025,631,10.1002/adom.202201326,crossref_deposited,,,Adv. Opt. Mater.,2022,
popov2025,632,10.1002/pssa.201532305,crossref_deposited,,,Phys. Status Solidi A,2015,
popov2025,633,10.1116/1.5002667,crossref_deposited,,,J. Vac. Sci. Technol. A,2018,
popov2025,634,10.1149/08606.0041ecst,crossref_deposited,,,ECS Trans.,2018,
popov2025,635,10.1016/j.apsusc.2021.152062,crossref_deposited,,,Appl. Surf. Sci.,2022,
popov2025,636,10.1039/c5cp02184g,crossref_deposited,,,Phys. Chem. Chem. Phys.,2015,
popov2025,637,10.1016/j.apsusc.2021.150373,crossref_deposited,,,Appl. Surf. Sci.,2021,
popov2025,638,10.7567/jjap.57.04fc01,crossref_deposited,,,Jpn. J. Appl. Phys.,2018,
popov2025,639,10.1002/anie.201004801,crossref_deposited,,,Angew. Chem. Int. Ed.,2011,
popov2025,640,10.1002/cvde.201206986,crossref_deposited,,,Chem. Vap. Deposition,2012,
popov2025,641,10.1002/aic.14397,crossref_deposited,,,AIChE J.,2014,
popov2025,642,10.1149/2.0241509jss,crossref_deposited,,,ECS J. Solid State Sci. Technol.,2015,
popov2025,643,10.1021/acs.chemmater.0c03928,crossref_deposited,,,Chem. Mater.,2021,
popov2025,644,10.1021/acs.jpcc.1c06149,crossref_deposited,,,J. Phys. Chem. C,2021,
popov2025,645,10.1039/c6ra00468g,crossref_deposited,,,RSC Adv.,2016,
popov2025,646,10.1021/acs.chemmater.8b03921,crossref_deposited,,,Chem. Mater.,2019,
popov2025,647,10.1116/1.5074153,crossref_deposited,,,J. Vac. Sci. Technol. A,2019,
popov2025,648,10.1088/1361-6528/abc50b,crossref_deposited,,,Nanotechnology,2021,
popov2025,649,10.34133/2021/9862483,crossref_deposited,,,Research,,
popov2025,650,10.1021/acs.chemmater.3c00013,crossref_deposited,,,Chem. Mater.,2023,
popov2025,651,10.1088/0268-1242/31/9/095002,crossref_deposited,,,Semicond. Sci. Technol.,2016,
popov2025,652,10.1088/2053-1583/3/1/014004,crossref_deposited,,,2D Mater.,2016,
popov2025,653,10.1149/05013.0107ecst,crossref_deposited,,,ECS Trans.,2013,
popov2025,654,10.1039/c4tc01405g,crossref_deposited,,,J. Mater. Chem. C,2014,
popov2025,655,10.1039/c7ra13417g,crossref_deposited,,,RSC Adv.,2018,
popov2025,656,10.1134/s1063739719010025,crossref_deposited,,,Russ. Microlectron.,2019,
popov2025,657,10.1021/acsami.9b18412,crossref_deposited,,,ACS Appl. Mater. Interfaces,2020,
popov2025,658,10.1039/d0ra09876k,crossref_deposited,,,RSC Adv.,2021,
popov2025,659,10.1039/d1dt01634b,crossref_deposited,,,Dalton Trans.,2021,
popov2025,660,10.1039/d3ra05217f,crossref_deposited,,,RSC Adv.,2023,
popov2025,661,10.1116/1.4971989,crossref_deposited,,,J. Vac. Sci. Technol. A,2017,
popov2025,662,10.1002/pssr.201700076,crossref_deposited,,,Phys. Status Solidi (RRL),2017,
popov2025,663,10.1103/physrevmaterials.6.044411,crossref_deposited,,,Phys. Rev. Mater.,2022,
popov2025,664,10.3390/ma13010093,crossref_deposited,,,Materials,2019,
popov2025,665,10.1039/c7tc02135f,crossref_deposited,,,J. Mater. Chem. C,2017,
popov2025,666,10.1039/c4ra06308b,crossref_deposited,,,RSC Adv.,2014,
popov2025,667,10.1116/1.3666030,crossref_deposited,,,J. Vac. Sci. Technol. A,2012,
popov2025,668,10.1002/cvde.201207051,crossref_deposited,,,Chem. Vap. Deposition,2013,
popov2025,669,10.1021/cm402974j,crossref_deposited,,,Chem. Mater.,2013,
popov2025,670,10.1116/1.3669518,crossref_deposited,,,J. Vac. Sci. Technol. A,2012,
popov2025,671,10.3390/nano12193381,crossref_deposited,,,Nanomaterials,2022,
popov2025,672,10.1021/acsomega.2c06240,crossref_deposited,,,ACS Omega,2022,
popov2025,673,10.1002/adfm.201600461,crossref_deposited,,,Adv. Funct. Mater.,2016,
popov2025,674,10.1016/j.ceramint.2017.03.087,crossref_deposited,,,Ceram. Int.,2017,
popov2025,675,10.1039/c2jm31391j,crossref_deposited,,,J. Mater. Chem.,2012,
popov2025,676,10.1021/jp203604j,crossref_deposited,,,J. Phys. Chem. C,2011,
popov2025,677,10.1088/0268-1242/27/7/074006,crossref_deposited,,,Semicond. Sci. Technol.,2012,
popov2025,678,10.1039/c2cp40355b,crossref_deposited,,,Phys. Chem. Chem. Phys.,2012,
popov2025,679,10.1039/c6dt03571j,crossref_deposited,,,Dalton Trans.,2016,
popov2025,680,10.1039/c9dt04644e,crossref_deposited,,,Dalton Trans.,2020,
popov2025,681,10.1016/j.rinma.2020.100088,crossref_deposited,,,Results Mater.,2020,
popov2025,682,10.1186/s11671-020-03382-1,crossref_deposited,,,Nanoscale Res. Lett.,2020,
popov2025,683,10.1021/acs.chemmater.3c00143,crossref_deposited,,,Chem. Mater.,2023,
popov2025,684,10.1039/c4tc02707h,crossref_deposited,,,J. Mater. Chem. C,2015,
popov2025,685,10.1039/c3tc31478b,crossref_deposited,,,J. Mater. Chem. C,2014,
popov2025,686,10.1149/1.3537326,crossref_deposited,,,Electrochem. Solid-State Lett.,2011,
popov2025,687,10.1007/s10853-012-6942-9,crossref_deposited,,,J. Mater. Sci.,2013,
popov2025,688,10.1116/1.3664758,crossref_deposited,,,J. Vac. Sci. Technol. A,2012,
popov2025,689,10.1116/1.4769862,crossref_deposited,,,J. Vac. Sci. Technol. A,2013,
popov2025,690,10.1149/05051.0045ecst,crossref_deposited,,,ECS Trans.,2013,
popov2025,691,10.1002/bkcs.11153,crossref_deposited,,,Bull. Korean Chem. Soc.,2017,
popov2025,692,10.1007/s10854-012-0713-x,crossref_deposited,,,J. Mater. Sci. Mater. Electron.,2012,
popov2025,693,10.1002/pip.1039,crossref_deposited,,,Prog. Photovoltaics Res. Appl.,2011,
popov2025,694,10.1002/pip.1153,crossref_deposited,,,Prog. Photovoltaics Res. Appl.,2012,
popov2025,695,10.1063/1.4752727,crossref_deposited,,,Appl. Phys. Lett.,2012,
popov2025,696,10.1063/1.4811788,crossref_deposited,,,Appl. Phys. Lett.,2013,
popov2025,697,10.1002/admi.201600496,crossref_deposited,,,Adv. Mater. Interfaces,2016,
popov2025,698,10.1039/c1ce05923h,crossref_deposited,,,CrystEngComm,2011,
popov2025,699,10.1116/1.4769451,crossref_deposited,,,J. Vac. Sci. Technol. A,2013,
popov2025,700,10.3390/coatings13050960,crossref_deposited,,,Coatings,2023,
popov2025,701,10.1016/j.wear.2015.02.037,crossref_deposited,,,Wear,2015,
popov2025,702,10.1149/1.3575161,crossref_deposited,,,J. Electrochem. Soc.,2011,
popov2025,703,10.1149/2.0021806jss,crossref_deposited,,,ECS J. Solid State Sci. Technol.,2018,
popov2025,704,10.1016/j.tsf.2012.11.127,crossref_deposited,,,Thin Solid Films,2013,
popov2025,705,10.1007/s10853-018-2695-4,crossref_deposited,,,J. Mater. Sci.,2018,
popov2025,706,10.1021/cm401279v,crossref_deposited,,,Chem. Mater.,2013,
popov2025,707,10.1016/j.tsf.2015.07.037,crossref_deposited,,,Thin Solid Films,2015,
popov2025,708,10.1016/j.tsf.2015.06.033,crossref_deposited,,,Thin Solid Films,2015,
popov2025,709,10.1149/2.0041802jss,crossref_deposited,,,ECS J. Solid State Sci. Technol.,2018,
popov2025,710,10.1116/1.5079539,crossref_deposited,,,J. Vac. Sci. Technol. A,2019,
popov2025,711,10.1186/s11671-019-2989-8,crossref_deposited,,,Nanoscale Res. Lett.,2019,
popov2025,712,10.1021/acsmaterialsau.3c00002,crossref_deposited,,,ACS Mater. Au,2023,
popov2025,713,10.1038/nmat1000,crossref_deposited,,,Nat. Mater.,2003,
popov2025,714,10.1149/1.2789294,crossref_deposited,,,J. Electrochem. Soc.,2007,
popov2025,715,10.1002/cvde.200306246,crossref_deposited,,,Chem. Vap. Deposition,2003,
popov2025,716,10.1149/1.1391185,crossref_deposited,,,Electrochem. Solid-State Lett.,1999,
popov2025,717,10.1155/jnm/2006/64501,crossref_deposited,,,J. Nanomater.,2006,
popov2025,718,10.1149/1.3002372,crossref_deposited,,,J. Electrochem. Soc.,2009,
popov2025,719,10.1021/ja01239a053,crossref_deposited,,,J. Am. Chem. Soc.,1944,
popov2025,720,10.1002/anie.200900414,crossref_deposited,,,Angew. Chem. Int. Ed.,2009,
popov2025,721,10.1021/cm021333t,crossref_deposited,,,Chem. Mater.,2003,
popov2025,722,10.1149/1.1595312,crossref_deposited,,,Electrochem. Solid-State Lett.,2003,
popov2025,723,10.1021/jp9822081,crossref_deposited,,,J. Phys. Chem. B,1998,
popov2025,724,10.1021/cm402221y,crossref_deposited,,,Chem. Mater.,2014,
popov2025,725,10.1002/admi.202400579,crossref_deposited,,,Adv. Mater. Interfaces,2024,
popov2025,726,10.1116/1.5083692,crossref_deposited,,,J. Vac. Sci. Technol. B,2019,
popov2025,727,10.1002/admi.202001677,crossref_deposited,,,Adv. Mater. Interfaces,2021,
popov2025,728,10.1088/1758-5090/aab981,crossref_deposited,,,Biofabrication,2018,
popov2025,729,10.1016/j.matt.2019.12.026,crossref_deposited,,,Matter,2020,
popov2025,730,10.1039/d1tc00186h,crossref_deposited,,,J. Mater. Chem. C,2021,
popov2025,731,10.1021/acs.chemmater.2c00954,crossref_deposited,,,Chem. Mater.,2022,
popov2025,732,10.1021/ja8090388,crossref_deposited,,,J. Am. Chem. Soc.,2009,
popov2025,733,10.1021/cm3027225,crossref_deposited,,,Chem. Mater.,2013,
popov2025,734,10.1021/acs.chemmater.1c03394,crossref_deposited,,,Chem. Mater.,2021,
popov2025,735,,unresolved,,,,2007,
popov2025,736,,unresolved,,,,2024,
popov2025,737,10.1021/cm902180d,crossref_deposited,,,Chem. Mater.,2010,
popov2025,738,10.1021/acs.chemmater.2c01154,crossref_deposited,,,Chem. Mater.,2022,
popov2025,739,10.1149/1.2054910,crossref_deposited,,,J. Electrochem. Soc.,1994,
popov2025,740,10.1002/zaac.19754140203,crossref_deposited,,,Z. Anorg. Allg. Chem.,1975,
popov2025,741,10.1039/b710903b,crossref_deposited,,,J. Mater. Chem.,2007,
popov2025,742,10.1021/acs.chemrev.8b00800,crossref_deposited,,,Chem. Rev.,2019,
popov2025,743,,unresolved,,,,2023,
popov2025,744,10.1021/cm800948k,crossref_deposited,,,Chem. Mater.,2008,
