entity_key,paper_id,fig_docling_index,printed_figure_number,panel,source_series,representation,record_node_count,n_source_points,coordinate,measurand,measurand_unit,relevance,granularity,record_node_ids,caption_pdf_page,body_pdf_page,caption_evidence,body_evidence,sample_or_run_id,table_evidence,classification,classification_confidence,classification_method,signal_families,supporting_evidence,votes,weak_signals,pressure_assertions,exposure_assertions,pressure_applicable_scope,pressure_applicable_status,pressure_applicable_value,pressure_applicable_unit,pressure_applicable_quantity,pressure_candidates,stated_setting_count,stated_setting_evidence,between_curve_condition,between_curve_value,underlying_case_id
10.1039_d3ra05217f|11|6|b|O1s|primary,10.1039_d3ra05217f,11,6,b,O1s,primary,1,11,Etching time,Atomic %,1,experimental,unresolved,10.1039_d3ra05217f-F6b-16,,5,"Fig. 6 XPS depth pro /uniFB01 les for Y2O3 /uniFB01 lms deposited at (a) 200 °C, (b) 250 °C, and (c) 300 °C. XPS spectra of Y2O3 /uniFB01 lms deposited at (d) 200 °C, (e) 250 °C, and (f) 300 °C.","Cp)3 enables a higher growth rate than the conventional precursors, thereby enabling greater productivity of Y2O3  lms.

## Film properties of Y( s BuCp)3 precursor with water

The  lm concentration and impurities in the  lms were measured by XPS analysis. Fig. 6(a -c) shows XPS depth pro  les f",,,unknown,conflicting_signals,tie_between_discrete_experimental_sweep/multi_output_measurement,"['F', 'M', 'Me', 'X']",,"{""discrete_experimental_sweep"": 3, ""multi_output_measurement"": 3}","{""axis_role_coordinate"": false, ""n_source_points"": 11, ""granularity"": ""unresolved""}","[{""quantity_type"": ""working_pressure"", ""symbol"": null, ""value"": ""0.75"", ""unit"": ""Torr"", ""species"": null, ""reactant_role"": null, ""assertion_status"": ""direct"", ""scope"": ""paper"", ""source"": ""methods"", ""evidence"": ""he chamber pressure was controlled at ∼ 0.75 Torr by Ar process gas. ## Characterization of deposited Y2O3  lms Yttrium deposition was meas""}, {""quantity_type"": ""generic_pressure"", ""symbol"": null, ""value"": ""0.1"", ""unit"": ""Torr"", ""species"": null, ""reactant_role"": null, ""assertion_status"": ""direct"", ""scope"": ""paper"", ""source"": ""methods"", ""evidence"": "". The vapor pressure of Y( s BuCp)3 was 0.1 Torr at 149 °C. The vapor pressure of Y( n BuCp)3 has been reported to be 0.1 Torr at 150 °C. 20""}, {""quantity_type"": ""generic_pressure"", ""symbol"": null, ""value"": ""0.1"", ""unit"": ""Torr"", ""species"": null, ""reactant_role"": null, ""assertion_status"": ""direct"", ""scope"": ""paper"", ""source"": ""methods"",",[],paper,ambiguous,,,,0.1 Torr (generic_pressure); 0.75 Torr (working_pressure),,,element,O1s,10.1039_d3ra05217f::F6::b::O1s
10.1039_d3ra05217f|11|6|b|Si2p|primary,10.1039_d3ra05217f,11,6,b,Si2p,primary,1,11,Etching time,Atomic %,1,experimental,unresolved,10.1039_d3ra05217f-F6b-17,,5,"Fig. 6 XPS depth pro /uniFB01 les for Y2O3 /uniFB01 lms deposited at (a) 200 °C, (b) 250 °C, and (c) 300 °C. XPS spectra of Y2O3 /uniFB01 lms deposited at (d) 200 °C, (e) 250 °C, and (f) 300 °C.","Cp)3 enables a higher growth rate than the conventional precursors, thereby enabling greater productivity of Y2O3  lms.

## Film properties of Y( s BuCp)3 precursor with water

The  lm concentration and impurities in the  lms were measured by XPS analysis. Fig. 6(a -c) shows XPS depth pro  les f",,,unknown,conflicting_signals,tie_between_discrete_experimental_sweep/multi_output_measurement,"['F', 'M', 'Me', 'X']",,"{""discrete_experimental_sweep"": 3, ""multi_output_measurement"": 3}","{""axis_role_coordinate"": false, ""n_source_points"": 11, ""granularity"": ""unresolved""}","[{""quantity_type"": ""working_pressure"", ""symbol"": null, ""value"": ""0.75"", ""unit"": ""Torr"", ""species"": null, ""reactant_role"": null, ""assertion_status"": ""direct"", ""scope"": ""paper"", ""source"": ""methods"", ""evidence"": ""he chamber pressure was controlled at ∼ 0.75 Torr by Ar process gas. ## Characterization of deposited Y2O3  lms Yttrium deposition was meas""}, {""quantity_type"": ""generic_pressure"", ""symbol"": null, ""value"": ""0.1"", ""unit"": ""Torr"", ""species"": null, ""reactant_role"": null, ""assertion_status"": ""direct"", ""scope"": ""paper"", ""source"": ""methods"", ""evidence"": "". The vapor pressure of Y( s BuCp)3 was 0.1 Torr at 149 °C. The vapor pressure of Y( n BuCp)3 has been reported to be 0.1 Torr at 150 °C. 20""}, {""quantity_type"": ""generic_pressure"", ""symbol"": null, ""value"": ""0.1"", ""unit"": ""Torr"", ""species"": null, ""reactant_role"": null, ""assertion_status"": ""direct"", ""scope"": ""paper"", ""source"": ""methods"",",[],paper,ambiguous,,,,0.1 Torr (generic_pressure); 0.75 Torr (working_pressure),,,element,Si2p,10.1039_d3ra05217f::F6::b::Si2p
10.1039_d3ra05217f|11|6|b|Y3d|primary,10.1039_d3ra05217f,11,6,b,Y3d,primary,1,11,Etching time,Atomic %,1,experimental,unresolved,10.1039_d3ra05217f-F6b-18,,5,"Fig. 6 XPS depth pro /uniFB01 les for Y2O3 /uniFB01 lms deposited at (a) 200 °C, (b) 250 °C, and (c) 300 °C. XPS spectra of Y2O3 /uniFB01 lms deposited at (d) 200 °C, (e) 250 °C, and (f) 300 °C.","Cp)3 enables a higher growth rate than the conventional precursors, thereby enabling greater productivity of Y2O3  lms.

## Film properties of Y( s BuCp)3 precursor with water

The  lm concentration and impurities in the  lms were measured by XPS analysis. Fig. 6(a -c) shows XPS depth pro  les f",,,unknown,conflicting_signals,tie_between_discrete_experimental_sweep/multi_output_measurement,"['F', 'M', 'Me', 'X']",,"{""discrete_experimental_sweep"": 3, ""multi_output_measurement"": 3}","{""axis_role_coordinate"": false, ""n_source_points"": 11, ""granularity"": ""unresolved""}","[{""quantity_type"": ""working_pressure"", ""symbol"": null, ""value"": ""0.75"", ""unit"": ""Torr"", ""species"": null, ""reactant_role"": null, ""assertion_status"": ""direct"", ""scope"": ""paper"", ""source"": ""methods"", ""evidence"": ""he chamber pressure was controlled at ∼ 0.75 Torr by Ar process gas. ## Characterization of deposited Y2O3  lms Yttrium deposition was meas""}, {""quantity_type"": ""generic_pressure"", ""symbol"": null, ""value"": ""0.1"", ""unit"": ""Torr"", ""species"": null, ""reactant_role"": null, ""assertion_status"": ""direct"", ""scope"": ""paper"", ""source"": ""methods"", ""evidence"": "". The vapor pressure of Y( s BuCp)3 was 0.1 Torr at 149 °C. The vapor pressure of Y( n BuCp)3 has been reported to be 0.1 Torr at 150 °C. 20""}, {""quantity_type"": ""generic_pressure"", ""symbol"": null, ""value"": ""0.1"", ""unit"": ""Torr"", ""species"": null, ""reactant_role"": null, ""assertion_status"": ""direct"", ""scope"": ""paper"", ""source"": ""methods"",",[],paper,ambiguous,,,,0.1 Torr (generic_pressure); 0.75 Torr (working_pressure),,,element,Y3d,10.1039_d3ra05217f::F6::b::Y3d
10.1039_d3ra05217f|11|6|c|C1s|primary,10.1039_d3ra05217f,11,6,c,C1s,primary,1,12,Etching time,Atomic %,1,experimental,unresolved,10.1039_d3ra05217f-F6c-19,,5,"Fig. 6 XPS depth pro /uniFB01 les for Y2O3 /uniFB01 lms deposited at (a) 200 °C, (b) 250 °C, and (c) 300 °C. XPS spectra of Y2O3 /uniFB01 lms deposited at (d) 200 °C, (e) 250 °C, and (f) 300 °C.","Cp)3 enables a higher growth rate than the conventional precursors, thereby enabling greater productivity of Y2O3  lms.

## Film properties of Y( s BuCp)3 precursor with water

The  lm concentration and impurities in the  lms were measured by XPS analysis. Fig. 6(a -c) shows XPS depth pro  les f",,,unknown,conflicting_signals,tie_between_discrete_experimental_sweep/multi_output_measurement,"['F', 'M', 'Me', 'X']",,"{""discrete_experimental_sweep"": 3, ""multi_output_measurement"": 3}","{""axis_role_coordinate"": false, ""n_source_points"": 12, ""granularity"": ""unresolved""}","[{""quantity_type"": ""working_pressure"", ""symbol"": null, ""value"": ""0.75"", ""unit"": ""Torr"", ""species"": null, ""reactant_role"": null, ""assertion_status"": ""direct"", ""scope"": ""paper"", ""source"": ""methods"", ""evidence"": ""he chamber pressure was controlled at ∼ 0.75 Torr by Ar process gas. ## Characterization of deposited Y2O3  lms Yttrium deposition was meas""}, {""quantity_type"": ""generic_pressure"", ""symbol"": null, ""value"": ""0.1"", ""unit"": ""Torr"", ""species"": null, ""reactant_role"": null, ""assertion_status"": ""direct"", ""scope"": ""paper"", ""source"": ""methods"", ""evidence"": "". The vapor pressure of Y( s BuCp)3 was 0.1 Torr at 149 °C. The vapor pressure of Y( n BuCp)3 has been reported to be 0.1 Torr at 150 °C. 20""}, {""quantity_type"": ""generic_pressure"", ""symbol"": null, ""value"": ""0.1"", ""unit"": ""Torr"", ""species"": null, ""reactant_role"": null, ""assertion_status"": ""direct"", ""scope"": ""paper"", ""source"": ""methods"",",[],paper,ambiguous,,,,0.1 Torr (generic_pressure); 0.75 Torr (working_pressure),,,element,C1s,10.1039_d3ra05217f::F6::c::C1s
10.1039_d3ra05217f|11|6|c|N1s|primary,10.1039_d3ra05217f,11,6,c,N1s,primary,1,11,Etching time,Atomic %,1,experimental,unresolved,10.1039_d3ra05217f-F6c-20,,5,"Fig. 6 XPS depth pro /uniFB01 les for Y2O3 /uniFB01 lms deposited at (a) 200 °C, (b) 250 °C, and (c) 300 °C. XPS spectra of Y2O3 /uniFB01 lms deposited at (d) 200 °C, (e) 250 °C, and (f) 300 °C.","Cp)3 enables a higher growth rate than the conventional precursors, thereby enabling greater productivity of Y2O3  lms.

## Film properties of Y( s BuCp)3 precursor with water

The  lm concentration and impurities in the  lms were measured by XPS analysis. Fig. 6(a -c) shows XPS depth pro  les f",,,unknown,conflicting_signals,tie_between_discrete_experimental_sweep/multi_output_measurement,"['F', 'M', 'Me', 'X']",,"{""discrete_experimental_sweep"": 3, ""multi_output_measurement"": 3}","{""axis_role_coordinate"": false, ""n_source_points"": 11, ""granularity"": ""unresolved""}","[{""quantity_type"": ""working_pressure"", ""symbol"": null, ""value"": ""0.75"", ""unit"": ""Torr"", ""species"": null, ""reactant_role"": null, ""assertion_status"": ""direct"", ""scope"": ""paper"", ""source"": ""methods"", ""evidence"": ""he chamber pressure was controlled at ∼ 0.75 Torr by Ar process gas. ## Characterization of deposited Y2O3  lms Yttrium deposition was meas""}, {""quantity_type"": ""generic_pressure"", ""symbol"": null, ""value"": ""0.1"", ""unit"": ""Torr"", ""species"": null, ""reactant_role"": null, ""assertion_status"": ""direct"", ""scope"": ""paper"", ""source"": ""methods"", ""evidence"": "". The vapor pressure of Y( s BuCp)3 was 0.1 Torr at 149 °C. The vapor pressure of Y( n BuCp)3 has been reported to be 0.1 Torr at 150 °C. 20""}, {""quantity_type"": ""generic_pressure"", ""symbol"": null, ""value"": ""0.1"", ""unit"": ""Torr"", ""species"": null, ""reactant_role"": null, ""assertion_status"": ""direct"", ""scope"": ""paper"", ""source"": ""methods"",",[],paper,ambiguous,,,,0.1 Torr (generic_pressure); 0.75 Torr (working_pressure),,,element,N1s,10.1039_d3ra05217f::F6::c::N1s
10.1039_d3ra05217f|11|6|c|O1s|primary,10.1039_d3ra05217f,11,6,c,O1s,primary,1,11,Etching time,Atomic %,1,experimental,unresolved,10.1039_d3ra05217f-F6c-21,,5,"Fig. 6 XPS depth pro /uniFB01 les for Y2O3 /uniFB01 lms deposited at (a) 200 °C, (b) 250 °C, and (c) 300 °C. XPS spectra of Y2O3 /uniFB01 lms deposited at (d) 200 °C, (e) 250 °C, and (f) 300 °C.","Cp)3 enables a higher growth rate than the conventional precursors, thereby enabling greater productivity of Y2O3  lms.

## Film properties of Y( s BuCp)3 precursor with water

The  lm concentration and impurities in the  lms were measured by XPS analysis. Fig. 6(a -c) shows XPS depth pro  les f",,,unknown,conflicting_signals,tie_between_discrete_experimental_sweep/multi_output_measurement,"['F', 'M', 'Me', 'X']",,"{""discrete_experimental_sweep"": 3, ""multi_output_measurement"": 3}","{""axis_role_coordinate"": false, ""n_source_points"": 11, ""granularity"": ""unresolved""}","[{""quantity_type"": ""working_pressure"", ""symbol"": null, ""value"": ""0.75"", ""unit"": ""Torr"", ""species"": null, ""reactant_role"": null, ""assertion_status"": ""direct"", ""scope"": ""paper"", ""source"": ""methods"", ""evidence"": ""he chamber pressure was controlled at ∼ 0.75 Torr by Ar process gas. ## Characterization of deposited Y2O3  lms Yttrium deposition was meas""}, {""quantity_type"": ""generic_pressure"", ""symbol"": null, ""value"": ""0.1"", ""unit"": ""Torr"", ""species"": null, ""reactant_role"": null, ""assertion_status"": ""direct"", ""scope"": ""paper"", ""source"": ""methods"", ""evidence"": "". The vapor pressure of Y( s BuCp)3 was 0.1 Torr at 149 °C. The vapor pressure of Y( n BuCp)3 has been reported to be 0.1 Torr at 150 °C. 20""}, {""quantity_type"": ""generic_pressure"", ""symbol"": null, ""value"": ""0.1"", ""unit"": ""Torr"", ""species"": null, ""reactant_role"": null, ""assertion_status"": ""direct"", ""scope"": ""paper"", ""source"": ""methods"",",[],paper,ambiguous,,,,0.1 Torr (generic_pressure); 0.75 Torr (working_pressure),,,element,O1s,10.1039_d3ra05217f::F6::c::O1s
10.1039_d3ra05217f|11|6|c|Si2p|primary,10.1039_d3ra05217f,11,6,c,Si2p,primary,1,11,Etching time,Atomic %,1,experimental,unresolved,10.1039_d3ra05217f-F6c-22,,5,"Fig. 6 XPS depth pro /uniFB01 les for Y2O3 /uniFB01 lms deposited at (a) 200 °C, (b) 250 °C, and (c) 300 °C. XPS spectra of Y2O3 /uniFB01 lms deposited at (d) 200 °C, (e) 250 °C, and (f) 300 °C.","Cp)3 enables a higher growth rate than the conventional precursors, thereby enabling greater productivity of Y2O3  lms.

## Film properties of Y( s BuCp)3 precursor with water

The  lm concentration and impurities in the  lms were measured by XPS analysis. Fig. 6(a -c) shows XPS depth pro  les f",,,unknown,conflicting_signals,tie_between_discrete_experimental_sweep/multi_output_measurement,"['F', 'M', 'Me', 'X']",,"{""discrete_experimental_sweep"": 3, ""multi_output_measurement"": 3}","{""axis_role_coordinate"": false, ""n_source_points"": 11, ""granularity"": ""unresolved""}","[{""quantity_type"": ""working_pressure"", ""symbol"": null, ""value"": ""0.75"", ""unit"": ""Torr"", ""species"": null, ""reactant_role"": null, ""assertion_status"": ""direct"", ""scope"": ""paper"", ""source"": ""methods"", ""evidence"": ""he chamber pressure was controlled at ∼ 0.75 Torr by Ar process gas. ## Characterization of deposited Y2O3  lms Yttrium deposition was meas""}, {""quantity_type"": ""generic_pressure"", ""symbol"": null, ""value"": ""0.1"", ""unit"": ""Torr"", ""species"": null, ""reactant_role"": null, ""assertion_status"": ""direct"", ""scope"": ""paper"", ""source"": ""methods"", ""evidence"": "". The vapor pressure of Y( s BuCp)3 was 0.1 Torr at 149 °C. The vapor pressure of Y( n BuCp)3 has been reported to be 0.1 Torr at 150 °C. 20""}, {""quantity_type"": ""generic_pressure"", ""symbol"": null, ""value"": ""0.1"", ""unit"": ""Torr"", ""species"": null, ""reactant_role"": null, ""assertion_status"": ""direct"", ""scope"": ""paper"", ""source"": ""methods"",",[],paper,ambiguous,,,,0.1 Torr (generic_pressure); 0.75 Torr (working_pressure),,,element,Si2p,10.1039_d3ra05217f::F6::c::Si2p
10.1039_d3ra05217f|11|6|c|Y3d|primary,10.1039_d3ra05217f,11,6,c,Y3d,primary,1,11,Etching time,Atomic %,1,experimental,unresolved,10.1039_d3ra05217f-F6c-23,,5,"Fig. 6 XPS depth pro /uniFB01 les for Y2O3 /uniFB01 lms deposited at (a) 200 °C, (b) 250 °C, and (c) 300 °C. XPS spectra of Y2O3 /uniFB01 lms deposited at (d) 200 °C, (e) 250 °C, and (f) 300 °C.","Cp)3 enables a higher growth rate than the conventional precursors, thereby enabling greater productivity of Y2O3  lms.

## Film properties of Y( s BuCp)3 precursor with water

The  lm concentration and impurities in the  lms were measured by XPS analysis. Fig. 6(a -c) shows XPS depth pro  les f",,,unknown,conflicting_signals,tie_between_discrete_experimental_sweep/multi_output_measurement,"['F', 'M', 'Me', 'X']",,"{""discrete_experimental_sweep"": 3, ""multi_output_measurement"": 3}","{""axis_role_coordinate"": false, ""n_source_points"": 11, ""granularity"": ""unresolved""}","[{""quantity_type"": ""working_pressure"", ""symbol"": null, ""value"": ""0.75"", ""unit"": ""Torr"", ""species"": null, ""reactant_role"": null, ""assertion_status"": ""direct"", ""scope"": ""paper"", ""source"": ""methods"", ""evidence"": ""he chamber pressure was controlled at ∼ 0.75 Torr by Ar process gas. ## Characterization of deposited Y2O3  lms Yttrium deposition was meas""}, {""quantity_type"": ""generic_pressure"", ""symbol"": null, ""value"": ""0.1"", ""unit"": ""Torr"", ""species"": null, ""reactant_role"": null, ""assertion_status"": ""direct"", ""scope"": ""paper"", ""source"": ""methods"", ""evidence"": "". The vapor pressure of Y( s BuCp)3 was 0.1 Torr at 149 °C. The vapor pressure of Y( n BuCp)3 has been reported to be 0.1 Torr at 150 °C. 20""}, {""quantity_type"": ""generic_pressure"", ""symbol"": null, ""value"": ""0.1"", ""unit"": ""Torr"", ""species"": null, ""reactant_role"": null, ""assertion_status"": ""direct"", ""scope"": ""paper"", ""source"": ""methods"",",[],paper,ambiguous,,,,0.1 Torr (generic_pressure); 0.75 Torr (working_pressure),,,element,Y3d,10.1039_d3ra05217f::F6::c::Y3d
10.1039_d3ra05217f|11|6|d|200 °C|primary,10.1039_d3ra05217f,11,6,d,200 °C,primary,1,10,Binding Energy,Counts/s,1/s,experimental,unresolved,10.1039_d3ra05217f-F6d-24,,5,"Fig. 6 XPS depth pro /uniFB01 les for Y2O3 /uniFB01 lms deposited at (a) 200 °C, (b) 250 °C, and (c) 300 °C. XPS spectra of Y2O3 /uniFB01 lms deposited at (d) 200 °C, (e) 250 °C, and (f) 300 °C.","Cp)3 enables a higher growth rate than the conventional precursors, thereby enabling greater productivity of Y2O3  lms.

## Film properties of Y( s BuCp)3 precursor with water

The  lm concentration and impurities in the  lms were measured by XPS analysis. Fig. 6(a -c) shows XPS depth pro  les f",,,discrete_experimental_sweep,corroborated,multi_signal(3 families),"['F', 'M', 'Me', 'X']",M: 00 °C. <!-- image --> (a) 1.0um1.0um 0.8 Fig. 7 (a) FE-SEM image of Y2O3 /uniFB01 lm deposited onto Si substrate at 200 °C. (b) Three-dime | Me: stallinity were evaluated by X-ray re  ectivity (XRR) and X-ray di /uniFB00 raction (XRD) measurements using a Rigaku Ulti | Me: y  eld-emission scanning electron microscopy (FE-SEM) and atomic force microscopy (AFM) with a Hitachi High-Tech S-4800 a,"{""discrete_experimental_sweep"": 4, ""multi_output_measurement"": 3}","{""axis_role_coordinate"": false, ""n_source_points"": 10, ""granularity"": ""unresolved""}","[{""quantity_type"": ""working_pressure"", ""symbol"": null, ""value"": ""0.75"", ""unit"": ""Torr"", ""species"": null, ""reactant_role"": null, ""assertion_status"": ""direct"", ""scope"": ""paper"", ""source"": ""methods"", ""evidence"": ""he chamber pressure was controlled at ∼ 0.75 Torr by Ar process gas. ## Characterization of deposited Y2O3  lms Yttrium deposition was meas""}, {""quantity_type"": ""generic_pressure"", ""symbol"": null, ""value"": ""0.1"", ""unit"": ""Torr"", ""species"": null, ""reactant_role"": null, ""assertion_status"": ""direct"", ""scope"": ""paper"", ""source"": ""methods"", ""evidence"": "". The vapor pressure of Y( s BuCp)3 was 0.1 Torr at 149 °C. The vapor pressure of Y( n BuCp)3 has been reported to be 0.1 Torr at 150 °C. 20""}, {""quantity_type"": ""generic_pressure"", ""symbol"": null, ""value"": ""0.1"", ""unit"": ""Torr"", ""species"": null, ""reactant_role"": null, ""assertion_status"": ""direct"", ""scope"": ""paper"", ""source"": ""methods"",",[],paper,ambiguous,,,,0.1 Torr (generic_pressure); 0.75 Torr (working_pressure),,,temperature,200 °C,10.1039_d3ra05217f::F6::d::200 °C
10.1039_d3ra05217f|11|6|d|250 °C|primary,10.1039_d3ra05217f,11,6,d,250 °C,primary,1,10,Binding Energy,Counts/s,1/s,experimental,unresolved,10.1039_d3ra05217f-F6d-25,,5,"Fig. 6 XPS depth pro /uniFB01 les for Y2O3 /uniFB01 lms deposited at (a) 200 °C, (b) 250 °C, and (c) 300 °C. XPS spectra of Y2O3 /uniFB01 lms deposited at (d) 200 °C, (e) 250 °C, and (f) 300 °C.","Cp)3 enables a higher growth rate than the conventional precursors, thereby enabling greater productivity of Y2O3  lms.

## Film properties of Y( s BuCp)3 precursor with water

The  lm concentration and impurities in the  lms were measured by XPS analysis. Fig. 6(a -c) shows XPS depth pro  les f",,,discrete_experimental_sweep,corroborated,multi_signal(3 families),"['F', 'M', 'Me', 'X']",M: 00 °C. <!-- image --> (a) 1.0um1.0um 0.8 Fig. 7 (a) FE-SEM image of Y2O3 /uniFB01 lm deposited onto Si substrate at 200 °C. (b) Three-dime | Me: stallinity were evaluated by X-ray re  ectivity (XRR) and X-ray di /uniFB00 raction (XRD) measurements using a Rigaku Ulti | Me: y  eld-emission scanning electron microscopy (FE-SEM) and atomic force microscopy (AFM) with a Hitachi High-Tech S-4800 a,"{""discrete_experimental_sweep"": 4, ""multi_output_measurement"": 3}","{""axis_role_coordinate"": false, ""n_source_points"": 10, ""granularity"": ""unresolved""}","[{""quantity_type"": ""working_pressure"", ""symbol"": null, ""value"": ""0.75"", ""unit"": ""Torr"", ""species"": null, ""reactant_role"": null, ""assertion_status"": ""direct"", ""scope"": ""paper"", ""source"": ""methods"", ""evidence"": ""he chamber pressure was controlled at ∼ 0.75 Torr by Ar process gas. ## Characterization of deposited Y2O3  lms Yttrium deposition was meas""}, {""quantity_type"": ""generic_pressure"", ""symbol"": null, ""value"": ""0.1"", ""unit"": ""Torr"", ""species"": null, ""reactant_role"": null, ""assertion_status"": ""direct"", ""scope"": ""paper"", ""source"": ""methods"", ""evidence"": "". The vapor pressure of Y( s BuCp)3 was 0.1 Torr at 149 °C. The vapor pressure of Y( n BuCp)3 has been reported to be 0.1 Torr at 150 °C. 20""}, {""quantity_type"": ""generic_pressure"", ""symbol"": null, ""value"": ""0.1"", ""unit"": ""Torr"", ""species"": null, ""reactant_role"": null, ""assertion_status"": ""direct"", ""scope"": ""paper"", ""source"": ""methods"",",[],paper,ambiguous,,,,0.1 Torr (generic_pressure); 0.75 Torr (working_pressure),,,temperature,250 °C,10.1039_d3ra05217f::F6::d::250 °C
10.1039_d3ra05217f|11|6|d|300 °C|primary,10.1039_d3ra05217f,11,6,d,300 °C,primary,1,10,Binding Energy,Counts/s,1/s,experimental,unresolved,10.1039_d3ra05217f-F6d-26,,5,"Fig. 6 XPS depth pro /uniFB01 les for Y2O3 /uniFB01 lms deposited at (a) 200 °C, (b) 250 °C, and (c) 300 °C. XPS spectra of Y2O3 /uniFB01 lms deposited at (d) 200 °C, (e) 250 °C, and (f) 300 °C.","Cp)3 enables a higher growth rate than the conventional precursors, thereby enabling greater productivity of Y2O3  lms.

## Film properties of Y( s BuCp)3 precursor with water

The  lm concentration and impurities in the  lms were measured by XPS analysis. Fig. 6(a -c) shows XPS depth pro  les f",,,discrete_experimental_sweep,corroborated,multi_signal(3 families),"['F', 'M', 'Me', 'X']",M: 00 °C. <!-- image --> (a) 1.0um1.0um 0.8 Fig. 7 (a) FE-SEM image of Y2O3 /uniFB01 lm deposited onto Si substrate at 200 °C. (b) Three-dime | Me: stallinity were evaluated by X-ray re  ectivity (XRR) and X-ray di /uniFB00 raction (XRD) measurements using a Rigaku Ulti | Me: y  eld-emission scanning electron microscopy (FE-SEM) and atomic force microscopy (AFM) with a Hitachi High-Tech S-4800 a,"{""discrete_experimental_sweep"": 4, ""multi_output_measurement"": 3}","{""axis_role_coordinate"": false, ""n_source_points"": 10, ""granularity"": ""unresolved""}","[{""quantity_type"": ""working_pressure"", ""symbol"": null, ""value"": ""0.75"", ""unit"": ""Torr"", ""species"": null, ""reactant_role"": null, ""assertion_status"": ""direct"", ""scope"": ""paper"", ""source"": ""methods"", ""evidence"": ""he chamber pressure was controlled at ∼ 0.75 Torr by Ar process gas. ## Characterization of deposited Y2O3  lms Yttrium deposition was meas""}, {""quantity_type"": ""generic_pressure"", ""symbol"": null, ""value"": ""0.1"", ""unit"": ""Torr"", ""species"": null, ""reactant_role"": null, ""assertion_status"": ""direct"", ""scope"": ""paper"", ""source"": ""methods"", ""evidence"": "". The vapor pressure of Y( s BuCp)3 was 0.1 Torr at 149 °C. The vapor pressure of Y( n BuCp)3 has been reported to be 0.1 Torr at 150 °C. 20""}, {""quantity_type"": ""generic_pressure"", ""symbol"": null, ""value"": ""0.1"", ""unit"": ""Torr"", ""species"": null, ""reactant_role"": null, ""assertion_status"": ""direct"", ""scope"": ""paper"", ""source"": ""methods"",",[],paper,ambiguous,,,,0.1 Torr (generic_pressure); 0.75 Torr (working_pressure),,,temperature,300 °C,10.1039_d3ra05217f::F6::d::300 °C
10.1039_d3ra05217f|11|6|e|200 °C|primary,10.1039_d3ra05217f,11,6,e,200 °C,primary,1,8,Binding Energy,Counts/s,1/s,experimental,unresolved,10.1039_d3ra05217f-F6e-27,,5,"Fig. 6 XPS depth pro /uniFB01 les for Y2O3 /uniFB01 lms deposited at (a) 200 °C, (b) 250 °C, and (c) 300 °C. XPS spectra of Y2O3 /uniFB01 lms deposited at (d) 200 °C, (e) 250 °C, and (f) 300 °C.","Cp)3 enables a higher growth rate than the conventional precursors, thereby enabling greater productivity of Y2O3  lms.

## Film properties of Y( s BuCp)3 precursor with water

The  lm concentration and impurities in the  lms were measured by XPS analysis. Fig. 6(a -c) shows XPS depth pro  les f",,,discrete_experimental_sweep,corroborated,multi_signal(3 families),"['F', 'M', 'Me', 'X']",M: 00 °C. <!-- image --> (a) 1.0um1.0um 0.8 Fig. 7 (a) FE-SEM image of Y2O3 /uniFB01 lm deposited onto Si substrate at 200 °C. (b) Three-dime | Me: stallinity were evaluated by X-ray re  ectivity (XRR) and X-ray di /uniFB00 raction (XRD) measurements using a Rigaku Ulti | Me: y  eld-emission scanning electron microscopy (FE-SEM) and atomic force microscopy (AFM) with a Hitachi High-Tech S-4800 a,"{""discrete_experimental_sweep"": 4, ""multi_output_measurement"": 3}","{""axis_role_coordinate"": false, ""n_source_points"": 8, ""granularity"": ""unresolved""}","[{""quantity_type"": ""working_pressure"", ""symbol"": null, ""value"": ""0.75"", ""unit"": ""Torr"", ""species"": null, ""reactant_role"": null, ""assertion_status"": ""direct"", ""scope"": ""paper"", ""source"": ""methods"", ""evidence"": ""he chamber pressure was controlled at ∼ 0.75 Torr by Ar process gas. ## Characterization of deposited Y2O3  lms Yttrium deposition was meas""}, {""quantity_type"": ""generic_pressure"", ""symbol"": null, ""value"": ""0.1"", ""unit"": ""Torr"", ""species"": null, ""reactant_role"": null, ""assertion_status"": ""direct"", ""scope"": ""paper"", ""source"": ""methods"", ""evidence"": "". The vapor pressure of Y( s BuCp)3 was 0.1 Torr at 149 °C. The vapor pressure of Y( n BuCp)3 has been reported to be 0.1 Torr at 150 °C. 20""}, {""quantity_type"": ""generic_pressure"", ""symbol"": null, ""value"": ""0.1"", ""unit"": ""Torr"", ""species"": null, ""reactant_role"": null, ""assertion_status"": ""direct"", ""scope"": ""paper"", ""source"": ""methods"",",[],paper,ambiguous,,,,0.1 Torr (generic_pressure); 0.75 Torr (working_pressure),,,temperature,200 °C,10.1039_d3ra05217f::F6::e::200 °C
