doi,doi_url,journal,status,article_title,year,cited_by
10.1021/acs.chemmater.3c00013,https://doi.org/10.1021/acs.chemmater.3c00013,Chem. Mater.,not_oa,,2023,popov2025
10.1021/acs.chemmater.3c00143,https://doi.org/10.1021/acs.chemmater.3c00143,Chem. Mater.,not_oa,,2023,popov2025
10.1021/acs.chemmater.3c02059,https://doi.org/10.1021/acs.chemmater.3c02059,Chem. Mater.,oa_no_pdf_url,,2023,popov2025
10.1021/acs.chemmater.5b00603,https://doi.org/10.1021/acs.chemmater.5b00603,Chem. Mater.,not_oa,,2015,popov2025
10.1021/acs.chemmater.5b00743,https://doi.org/10.1021/acs.chemmater.5b00743,Chem. Mater.,not_oa,,2015,popov2025
10.1021/acs.chemmater.5b00818,https://doi.org/10.1021/acs.chemmater.5b00818,Chem. Mater.,not_oa,,2015,popov2025
10.1021/acs.chemmater.5b00843,https://doi.org/10.1021/acs.chemmater.5b00843,Chem. Mater.,not_oa,,2015,popov2025
10.1021/acs.chemmater.5b01654,https://doi.org/10.1021/acs.chemmater.5b01654,Chem. Mater.,http_error,,2015,popov2025
10.1021/acs.chemmater.5b01707,https://doi.org/10.1021/acs.chemmater.5b01707,Chem. Mater.,not_oa,,2015,popov2025
10.1021/acs.chemmater.5b02093,https://doi.org/10.1021/acs.chemmater.5b02093,Chem. Mater.,not_oa,,2015,popov2025
10.1021/acs.chemmater.5b02199,https://doi.org/10.1021/acs.chemmater.5b02199,Chem. Mater.,not_oa,,2015,popov2025
10.1021/acs.chemmater.5b03504,https://doi.org/10.1021/acs.chemmater.5b03504,Chem. Mater.,not_oa,,2016,popov2025
10.1021/acs.chemmater.5b04360,https://doi.org/10.1021/acs.chemmater.5b04360,Chem. Mater.,not_oa,,2016,popov2025
10.1021/acs.chemmater.5b04402,https://doi.org/10.1021/acs.chemmater.5b04402,Chem. Mater.,oa_no_pdf_url,,2016,popov2025
10.1021/acs.chemmater.5b04645,https://doi.org/10.1021/acs.chemmater.5b04645,Chem. Mater.,not_oa,,2016,popov2025
10.1021/acs.chemmater.6b00248,https://doi.org/10.1021/acs.chemmater.6b00248,Chem. Mater.,not_oa,,2016,popov2025
10.1021/acs.chemmater.6b00853,https://doi.org/10.1021/acs.chemmater.6b00853,Chem. Mater.,not_oa,Plasma-enhanced atomic layer deposition of iron phosphate as a positive electrode for 3D lithium-ion microbatteries,2016,cremers2019
10.1021/acs.chemmater.6b01869,https://doi.org/10.1021/acs.chemmater.6b01869,Chem. Mater.,not_oa,,2016,popov2025
10.1021/acs.chemmater.6b03423,https://doi.org/10.1021/acs.chemmater.6b03423,Chem. Mater.,not_oa,,2016,popov2025
10.1021/acs.chemmater.6b03704,https://doi.org/10.1021/acs.chemmater.6b03704,Chem. Mater.,not_oa,,2016,popov2025
10.1021/acs.chemmater.6b04029,https://doi.org/10.1021/acs.chemmater.6b04029,Chem. Mater.,not_oa,,2017,popov2025
10.1021/acs.chemmater.6b04251,https://doi.org/10.1021/acs.chemmater.6b04251,Chem. Mater.,not_oa,,2017,popov2025
10.1021/acs.chemmater.6b04597,https://doi.org/10.1021/acs.chemmater.6b04597,Chem. Mater.,http_error,,2017,popov2025
10.1021/acs.chemmater.6b05084,https://doi.org/10.1021/acs.chemmater.6b05084,Chem. Mater.,oa_no_pdf_url,,2017,popov2025
10.1021/acs.chemmater.6b05346,https://doi.org/10.1021/acs.chemmater.6b05346,Chem. Mater.,oa_no_pdf_url,,2017,popov2025
10.1021/acs.chemmater.7b00944,https://doi.org/10.1021/acs.chemmater.7b00944,Chem. Mater.,not_oa,,2017,popov2025
10.1021/acs.chemmater.7b01130,https://doi.org/10.1021/acs.chemmater.7b01130,Chem. Mater.,oa_no_pdf_url,,2017,popov2025
10.1021/acs.chemmater.7b01236,https://doi.org/10.1021/acs.chemmater.7b01236,Chem. Mater.,not_oa,,2017,popov2025
10.1021/acs.chemmater.7b01358,https://doi.org/10.1021/acs.chemmater.7b01358,Chem. Mater.,not_oa,,2017,popov2025
10.1021/acs.chemmater.7b01856,https://doi.org/10.1021/acs.chemmater.7b01856,Chem. Mater.,not_oa,,2017,popov2025
10.1021/acs.chemmater.7b02098,https://doi.org/10.1021/acs.chemmater.7b02098,Chem. Mater.,not_oa,,2017,popov2025
10.1021/acs.chemmater.7b02167,https://doi.org/10.1021/acs.chemmater.7b02167,Chem. Mater.,not_oa,,2017,popov2025
10.1021/acs.chemmater.7b02456,https://doi.org/10.1021/acs.chemmater.7b02456,Chem. Mater.,not_oa,,2017,popov2025
10.1021/acs.chemmater.7b04371,https://doi.org/10.1021/acs.chemmater.7b04371,Chem. Mater.,not_oa,,2018,popov2025
10.1021/acs.chemmater.7b04790,https://doi.org/10.1021/acs.chemmater.7b04790,Chem. Mater.,not_oa,,2018,popov2025
10.1021/acs.chemmater.7b05005,https://doi.org/10.1021/acs.chemmater.7b05005,Chem. Mater.,not_oa,,2018,popov2025
10.1021/acs.chemmater.8b00445,https://doi.org/10.1021/acs.chemmater.8b00445,Chem. Mater.,not_oa,,2018,popov2025
10.1021/acs.chemmater.8b01171,https://doi.org/10.1021/acs.chemmater.8b01171,Chem. Mater.,oa_no_pdf_url,,2018,popov2025
10.1021/acs.chemmater.8b01271,https://doi.org/10.1021/acs.chemmater.8b01271,Chem. Mater.,http_error,,2018,popov2025
10.1021/acs.chemmater.8b03921,https://doi.org/10.1021/acs.chemmater.8b03921,Chem. Mater.,not_oa,,2019,popov2025
10.1021/acs.chemmater.8b04129,https://doi.org/10.1021/acs.chemmater.8b04129,Chem. Mater.,http_error,,2018,popov2025
10.1021/acs.chemmater.8b04456,https://doi.org/10.1021/acs.chemmater.8b04456,Chem. Mater.,oa_no_pdf_url,,2019,popov2025
10.1021/acs.chemmater.8b04969,https://doi.org/10.1021/acs.chemmater.8b04969,Chem. Mater.,http_error,,2019,popov2025
10.1021/acs.chemmater.9b00193,https://doi.org/10.1021/acs.chemmater.9b00193,Chem. Mater.,oa_no_pdf_url,,2019,popov2025
10.1021/acs.chemmater.9b00675,https://doi.org/10.1021/acs.chemmater.9b00675,Chem. Mater.,not_oa,,2019,popov2025
10.1021/acs.chemmater.9b01107,https://doi.org/10.1021/acs.chemmater.9b01107,Chem. Mater.,not_oa,,2019,popov2025
10.1021/acs.chemmater.9b01688,https://doi.org/10.1021/acs.chemmater.9b01688,Chem. Mater.,oa_no_pdf_url,,2019,popov2025
10.1021/acs.chemmater.9b01877,https://doi.org/10.1021/acs.chemmater.9b01877,Chem. Mater.,http_error,,2019,popov2025
10.1021/acs.chemmater.9b01937,https://doi.org/10.1021/acs.chemmater.9b01937,Chem. Mater.,not_oa,,2019,popov2025
10.1021/acs.chemmater.9b02085,https://doi.org/10.1021/acs.chemmater.9b02085,Chem. Mater.,not_oa,,2019,popov2025
10.1021/acs.chemmater.9b02533,https://doi.org/10.1021/acs.chemmater.9b02533,Chem. Mater.,not_oa,,2019,popov2025
10.1021/cm011176i,https://doi.org/10.1021/cm011176i,Chem. Mater.,not_oa,Growth of aluminum nitride on porous alumina and silica through separate saturated gas-solid reactions of trimethylaluminum and ammonia,2002,cremers2019
10.1021/cm020357x,https://doi.org/10.1021/cm020357x,Chem. Mater.,not_oa,Atomic layer deposition of hafnium and zirconium oxides using metal amide precursors,2002,cremers2019
10.1021/cm020607+,https://doi.org/10.1021/cm020607+,Chem. Mater.,not_oa,Growth of ZnO/Al2O3 alloy films using atomic layer deposition techniques,2003,cremers2019
10.1021/cm021333t,https://doi.org/10.1021/cm021333t,Chem. Mater.,not_oa,,2003,popov2025
10.1021/cm021772s,https://doi.org/10.1021/cm021772s,Chem. Mater.,not_oa,Highly conformal thin films of tungsten nitride prepared by atomic layer deposition from a novel precursor,2003,cremers2019
10.1021/cm0303080,https://doi.org/10.1021/cm0303080,Chem. Mater.,not_oa,Conformal coating on ultrahigh-aspect-ratio nanopores of anodic alumina by atomic layer deposition,2003,cremers2019
10.1021/cm0605421,https://doi.org/10.1021/cm0605421,Chem. Mater.,not_oa,CVD growth kinetics of HfB2 thin films from the single-source precursor Hf(BH4)4,2006,cremers2019
10.1021/cm0626482,https://doi.org/10.1021/cm0626482,Chem. Mater.,not_oa,Radical enhanced atomic layer deposition of tantalum oxide,2007,cremers2019
10.1021/cm100061n,https://doi.org/10.1021/cm100061n,Chem. Mater.,not_oa,,2010,popov2025
10.1021/cm100926r,https://doi.org/10.1021/cm100926r,Chem. Mater.,not_oa,,2010,popov2025
10.1021/cm1011108,https://doi.org/10.1021/cm1011108,Chem. Mater.,http_error,,2010,popov2025
10.1021/cm101673u,https://doi.org/10.1021/cm101673u,Chem. Mater.,not_oa,,2011,popov2025
10.1021/cm101812k,https://doi.org/10.1021/cm101812k,Chem. Mater.,not_oa,,2010,popov2025
10.1021/cm102003y,https://doi.org/10.1021/cm102003y,Chem. Mater.,not_oa,,2010,popov2025
10.1021/cm102600m,https://doi.org/10.1021/cm102600m,Chem. Mater.,not_oa,,2010,popov2025
10.1021/cm1026128,https://doi.org/10.1021/cm1026128,Chem. Mater.,not_oa,,2011,popov2025
10.1021/cm102904f,https://doi.org/10.1021/cm102904f,Chem. Mater.,not_oa,,2011,popov2025
10.1021/cm103480d,https://doi.org/10.1021/cm103480d,Chem. Mater.,not_oa,,2011,popov2025
10.1021/cm103637t,https://doi.org/10.1021/cm103637t,Chem. Mater.,not_oa,,2011,popov2025
10.1021/cm2001144,https://doi.org/10.1021/cm2001144,Chem. Mater.,not_oa,Surface loss in ozone-based atomic layer deposition processes,2011,cremers2019
10.1021/cm2002572,https://doi.org/10.1021/cm2002572,Chem. Mater.,not_oa,,2011,popov2025
10.1021/cm200899k,https://doi.org/10.1021/cm200899k,Chem. Mater.,not_oa,,2011,popov2025
10.1021/cm201412p,https://doi.org/10.1021/cm201412p,Chem. Mater.,not_oa,,2011,popov2025
10.1021/cm201795s,https://doi.org/10.1021/cm201795s,Chem. Mater.,not_oa,,2012,popov2025
10.1021/cm2020862,https://doi.org/10.1021/cm2020862,Chem. Mater.,not_oa,,2012,popov2025
10.1021/cm202475e,https://doi.org/10.1021/cm202475e,Chem. Mater.,not_oa,,2011,popov2025
10.1021/cm2026812,https://doi.org/10.1021/cm2026812,Chem. Mater.,not_oa,,2012,popov2025
10.1021/cm202901z,https://doi.org/10.1021/cm202901z,Chem. Mater.,not_oa,,2012,popov2025
10.1021/cm2029189,https://doi.org/10.1021/cm2029189,Chem. Mater.,not_oa,,2012,popov2025
10.1021/cm2030735,https://doi.org/10.1021/cm2030735,Chem. Mater.,not_oa,,2012,popov2025
10.1021/cm300539a,https://doi.org/10.1021/cm300539a,Chem. Mater.,not_oa,,2012,popov2025
10.1021/cm300712x,https://doi.org/10.1021/cm300712x,Chem. Mater.,not_oa,,2012,popov2025
10.1021/cm301205p,https://doi.org/10.1021/cm301205p,Chem. Mater.,oa_no_pdf_url,Anisotropic atomic layer deposition profiles of TiO2 in hierarchical silica material with multiple porosity,2012,cremers2019
10.1021/cm3015463,https://doi.org/10.1021/cm3015463,Chem. Mater.,not_oa,,2012,popov2025
10.1021/cm301594p,https://doi.org/10.1021/cm301594p,Chem. Mater.,not_oa,,2012,popov2025
10.1021/cm301658m,https://doi.org/10.1021/cm301658m,Chem. Mater.,not_oa,,2012,popov2025
10.1021/cm3027225,https://doi.org/10.1021/cm3027225,Chem. Mater.,not_oa,,2013,popov2025
10.1021/cm303703r,https://doi.org/10.1021/cm303703r,Chem. Mater.,not_oa,,2013,popov2025
10.1021/cm304125e,https://doi.org/10.1021/cm304125e,Chem. Mater.,not_oa,,2013,popov2025
10.1021/cm400046w,https://doi.org/10.1021/cm400046w,Chem. Mater.,not_oa,,2013,popov2025
10.1021/cm401279v,https://doi.org/10.1021/cm401279v,Chem. Mater.,not_oa,,2013,popov2025
10.1021/cm402221y,https://doi.org/10.1021/cm402221y,Chem. Mater.,not_oa,,2014,popov2025
10.1021/cm402974j,https://doi.org/10.1021/cm402974j,Chem. Mater.,not_oa,,2013,popov2025
10.1021/cm4031057,https://doi.org/10.1021/cm4031057,Chem. Mater.,not_oa,,2014,popov2025
10.1021/cm4034885,https://doi.org/10.1021/cm4034885,Chem. Mater.,not_oa,,2014,popov2025
10.1021/cm403901y,https://doi.org/10.1021/cm403901y,Chem. Mater.,not_oa,,2014,popov2025
10.1021/cm501109r,https://doi.org/10.1021/cm501109r,Chem. Mater.,not_oa,,2014,popov2025
10.1021/cm503112v,https://doi.org/10.1021/cm503112v,Chem. Mater.,not_oa,,2014,popov2025
10.1021/cm5035485,https://doi.org/10.1021/cm5035485,Chem. Mater.,not_oa,,2014,popov2025
10.1021/cm504238f,https://doi.org/10.1021/cm504238f,Chem. Mater.,not_oa,,2015,popov2025
10.1021/cm800948k,https://doi.org/10.1021/cm800948k,Chem. Mater.,not_oa,,2008,popov2025
10.1021/cm801187t,https://doi.org/10.1021/cm801187t,Chem. Mater.,not_oa,Atomic layer deposition of platinum oxide and metallic platinum thin films from pt(acac)2 and Ozone,2008,cremers2019
10.1021/cm901687w,https://doi.org/10.1021/cm901687w,Chem. Mater.,not_oa,Atomic layer deposition of iridium thin films by consecutive oxidation and reduction steps,2009,cremers2019
10.1021/cm902180d,https://doi.org/10.1021/cm902180d,Chem. Mater.,not_oa,,2010,popov2025
10.1021/cm902294e,https://doi.org/10.1021/cm902294e,Chem. Mater.,not_oa,,2010,popov2025
10.1021/cm9031978,https://doi.org/10.1021/cm9031978,Chem. Mater.,not_oa,Atomic layer deposition of Ir-Pt alloy films,2010,cremers2019
10.1021/acs.chemrev.8b00800,https://doi.org/10.1021/acs.chemrev.8b00800,Chem. Rev.,not_oa,,2019,popov2025
10.1021/cr900056b,https://doi.org/10.1021/cr900056b,Chem. Rev.,not_oa,Atomic layer deposition: An overview,2010,cremers2019
10.1039/c1cs15091j,https://doi.org/10.1039/c1cs15091j,Chem. Soc. Rev.,not_oa,Tailoring nanoporous materials by atomic layer deposition,2011,cremers2019
10.1002/(sici)1521-3862(199901)5:1&lt;7::aid-cvde7&gt;3.0.co;2-j,https://doi.org/10.1002/(sici)1521-3862(199901)5:1&lt;7::aid-cvde7&gt;3.0.co;2-j,Chem. Vap. Depos.,not_found,Perfectly conformal TiN and Al2O3 films deposited by atomic layer deposition,1999,cremers2019
10.1002/cvde.200390005,https://doi.org/10.1002/cvde.200390005,Chem. Vap. Depos.,http_error,A kinetic model for step coverage by atomic layer deposition in narrow holes or trenches,2003,cremers2019
10.1002/cvde.200606508,https://doi.org/10.1002/cvde.200606508,Chem. Vap. Depos.,not_oa,Plasma-enhanced atomic layer deposition of palladium on a polymer substrate,2007,cremers2019
10.1002/cvde.200606519,https://doi.org/10.1002/cvde.200606519,Chem. Vap. Depos.,not_oa,Radical-enhanced atomic layer deposition of silver thin films using phosphine-adducted silver carboxylates,2007,cremers2019
10.1002/cvde.200806713,https://doi.org/10.1002/cvde.200806713,Chem. Vap. Depos.,not_oa,Thin polymer films with high step coverage in microtrenches by initiated CVD,2008,cremers2019
10.1002/cvde.201006891,https://doi.org/10.1002/cvde.201006891,Chem. Vap. Depos.,not_oa,Thin films of cobalt oxide deposited on high aspect ratio supports by atomic layer deposition,2011,cremers2019|popov2025
10.1002/cvde.201106922,https://doi.org/10.1002/cvde.201106922,Chem. Vap. Depos.,not_oa,A ballistic transport and surface reaction model for simulating atomic layer deposition processes in high-aspect-ratio nanopores,2011,cremers2019
10.1002/cvde.201106938,https://doi.org/10.1002/cvde.201106938,Chem. Vap. Depos.,not_oa,Self-limited reaction-diffusion in nanostructured substrates: Surface coverage dynamics and analytic approximations to ALD saturation times,2012,cremers2019
10.1002/cvde.201402012,https://doi.org/10.1002/cvde.201402012,Chem. Vap. Depos.,http_error,A short history of atomic layer deposition: Tuomo Suntola's atomic layer epitaxy,2014,cremers2019|popov2025
10.1002/cvde.201502013,https://doi.org/10.1002/cvde.201502013,Chem. Vap. Depos.,not_oa,From V.B. Aleskovskii's ‘Framework’ hypothesis to the method of molecular layering/atomic layer deposition,2015,cremers2019
10.1002/cvde.200306246,https://doi.org/10.1002/cvde.200306246,Chem. Vap. Deposition,not_oa,,2003,popov2025
10.1002/cvde.200906833,https://doi.org/10.1002/cvde.200906833,Chem. Vap. Deposition,not_oa,,2010,popov2025
10.1002/cvde.201006890,https://doi.org/10.1002/cvde.201006890,Chem. Vap. Deposition,not_oa,,2011,popov2025
10.1002/cvde.201106879,https://doi.org/10.1002/cvde.201106879,Chem. Vap. Deposition,not_oa,,2011,popov2025
10.1002/cvde.201106934,https://doi.org/10.1002/cvde.201106934,Chem. Vap. Deposition,not_oa,,2012,popov2025
10.1002/cvde.201106949,https://doi.org/10.1002/cvde.201106949,Chem. Vap. Deposition,not_oa,,2012,popov2025
10.1002/cvde.201106959,https://doi.org/10.1002/cvde.201106959,Chem. Vap. Deposition,http_error,,2012,popov2025
10.1002/cvde.201206986,https://doi.org/10.1002/cvde.201206986,Chem. Vap. Deposition,not_oa,,2012,popov2025
10.1002/cvde.201207026,https://doi.org/10.1002/cvde.201207026,Chem. Vap. Deposition,not_oa,,2013,popov2025
10.1002/cvde.201207030,https://doi.org/10.1002/cvde.201207030,Chem. Vap. Deposition,not_oa,,2013,popov2025
10.1002/cvde.201207051,https://doi.org/10.1002/cvde.201207051,Chem. Vap. Deposition,not_oa,,2013,popov2025
10.1002/cvde.201407112,https://doi.org/10.1002/cvde.201407112,Chem. Vap. Deposition,not_oa,,2014,popov2025
10.1002/cvde.201407115,https://doi.org/10.1002/cvde.201407115,Chem. Vap. Deposition,not_oa,,2014,popov2025
10.1002/cvde.201407116,https://doi.org/10.1002/cvde.201407116,Chem. Vap. Deposition,not_oa,,2014,popov2025
10.1002/cvde.201507170,https://doi.org/10.1002/cvde.201507170,Chem. Vap. Deposition,not_oa,,2015,popov2025
10.1002/cvde.201507196,https://doi.org/10.1002/cvde.201507196,Chem. Vap. Deposition,not_oa,,2015,popov2025
10.1002/celc.201800152,https://doi.org/10.1002/celc.201800152,ChemElectroChem,http_error,,2018,popov2025
10.1002/cphc.201700407,https://doi.org/10.1002/cphc.201700407,ChemPhysChem,not_oa,,2017,popov2025
10.1002/cplu.202000108,https://doi.org/10.1002/cplu.202000108,ChemPlusChem,not_oa,,2020,popov2025
10.1002/cssc.201600457,https://doi.org/10.1002/cssc.201600457,ChemSusChem,not_oa,,2016,popov2025
10.3390/coatings10100954,https://doi.org/10.3390/coatings10100954,Coatings,http_error,,2020,popov2025
10.3390/coatings12010101,https://doi.org/10.3390/coatings12010101,Coatings,http_error,,2022,popov2025
10.3390/coatings13030605,https://doi.org/10.3390/coatings13030605,Coatings,http_error,,2023,popov2025
10.3390/coatings13030641,https://doi.org/10.3390/coatings13030641,Coatings,http_error,,2023,popov2025
10.3390/coatings13050870,https://doi.org/10.3390/coatings13050870,Coatings,http_error,,2023,popov2025
10.3390/coatings13050960,https://doi.org/10.3390/coatings13050960,Coatings,http_error,,2023,popov2025
10.3390/coatings13061070,https://doi.org/10.3390/coatings13061070,Coatings,http_error,,2023,popov2025
10.3390/coatings8070237,https://doi.org/10.3390/coatings8070237,Coatings,http_error,,2018,popov2025
10.3390/coatings8120431,https://doi.org/10.3390/coatings8120431,Coatings,http_error,,2018,popov2025
10.1016/j.commatsci.2005.03.019,https://doi.org/10.1016/j.commatsci.2005.03.019,Comput. Mater. Sci.,not_oa,Simulation of surface relief effect on ALD process,2006,cremers2019
10.1016/j.ccr.2013.08.007,https://doi.org/10.1016/j.ccr.2013.08.007,Coordin. Chem. Rev.,not_oa,Carbon-nanostructures coated/decorated by atomic layer deposition: Growth and applications,2013,cremers2019
10.1021/acs.cgd.0c00457,https://doi.org/10.1021/acs.cgd.0c00457,Cryst. Growth Des.,not_oa,,2020,popov2025
10.1021/acs.cgd.3c00502,https://doi.org/10.1021/acs.cgd.3c00502,Cryst. Growth Des.,not_oa,,2023,popov2025
10.1039/c1ce05923h,https://doi.org/10.1039/c1ce05923h,CrystEngComm,not_oa,,2011,popov2025
10.1039/b918175j,https://doi.org/10.1039/b918175j,Dalton Trans.,not_oa,,2010,popov2025
10.1039/c3dt52746h,https://doi.org/10.1039/c3dt52746h,Dalton Trans.,not_oa,,2014,popov2025
10.1039/c4dt01930j,https://doi.org/10.1039/c4dt01930j,Dalton Trans.,http_error,,2014,popov2025
10.1039/c5dt00436e,https://doi.org/10.1039/c5dt00436e,Dalton Trans.,not_oa,,2015,popov2025
10.1039/c6dt02572b,https://doi.org/10.1039/c6dt02572b,Dalton Trans.,not_oa,,2017,popov2025
10.1039/c6dt03040h,https://doi.org/10.1039/c6dt03040h,Dalton Trans.,oa_no_pdf_url,,2016,popov2025
10.1039/c7dt00512a,https://doi.org/10.1039/c7dt00512a,Dalton Trans.,oa_no_pdf_url,,2017,popov2025
10.1039/c7dt02757e,https://doi.org/10.1039/c7dt02757e,Dalton Trans.,oa_no_pdf_url,,2017,popov2025
10.1039/c7dt03753h,https://doi.org/10.1039/c7dt03753h,Dalton Trans.,not_oa,,2017,popov2025
10.1039/c8dt02508h,https://doi.org/10.1039/c8dt02508h,Dalton Trans.,not_oa,,2018,popov2025
10.1039/c9dt04644e,https://doi.org/10.1039/c9dt04644e,Dalton Trans.,not_oa,,2020,popov2025
10.1039/d1dt01634b,https://doi.org/10.1039/d1dt01634b,Dalton Trans.,not_oa,,2021,popov2025
10.1039/d1dt03454e,https://doi.org/10.1039/d1dt03454e,Dalton Trans.,not_oa,,2021,popov2025
10.1039/d1dt03465k,https://doi.org/10.1039/d1dt03465k,Dalton Trans.,not_oa,,2021,popov2025
10.1039/d1dt03479k,https://doi.org/10.1039/d1dt03479k,Dalton Trans.,not_oa,,2021,popov2025
10.1039/d1dt03487a,https://doi.org/10.1039/d1dt03487a,Dalton Trans.,not_oa,,2022,popov2025
10.1039/d1dt03600a,https://doi.org/10.1039/d1dt03600a,Dalton Trans.,oa_no_pdf_url,,2022,popov2025
10.1039/d2dt01427k,https://doi.org/10.1039/d2dt01427k,Dalton Trans.,oa_no_pdf_url,,2022,popov2025
10.1149/2.001303jss,https://doi.org/10.1149/2.001303jss,ECS J. Solid State Sci.,not_oa,Atomic layer deposition of Ru thin films using a Ru(0) metallorganic precursor and O2,2012,cremers2019|popov2025
10.1149/1.009206jss,https://doi.org/10.1149/1.009206jss,ECS J. Solid State Sci. Technol.,not_oa,"Plasma-enhanced ALD of platinum with O2, N2 and NH3 plasmas",2012,cremers2019
10.1149/2.0021411jss,https://doi.org/10.1149/2.0021411jss,ECS J. Solid State Sci. Technol.,http_error,,2014,popov2025
10.1149/2.0021806jss,https://doi.org/10.1149/2.0021806jss,ECS J. Solid State Sci. Technol.,http_error,,2018,popov2025
10.1149/2.0041802jss,https://doi.org/10.1149/2.0041802jss,ECS J. Solid State Sci. Technol.,not_oa,,2018,popov2025
10.1149/2.004303jss,https://doi.org/10.1149/2.004303jss,ECS J. Solid State Sci. Technol.,not_oa,,2013,popov2025
10.1149/2.011201jss,https://doi.org/10.1149/2.011201jss,ECS J. Solid State Sci. Technol.,not_oa,,2012,popov2025
10.1149/2.013206jss,https://doi.org/10.1149/2.013206jss,ECS J. Solid State Sci. Technol.,http_error,,2012,popov2025
10.1149/2.014406jss,https://doi.org/10.1149/2.014406jss,ECS J. Solid State Sci. Technol.,http_error,,2014,popov2025
10.1149/2.0231512jss,https://doi.org/10.1149/2.0231512jss,ECS J. Solid State Sci. Technol.,http_error,,2015,popov2025
10.1149/2.023201jss,https://doi.org/10.1149/2.023201jss,ECS J. Solid State Sci. Technol.,not_oa,,2012,popov2025
10.1149/2.0241509jss,https://doi.org/10.1149/2.0241509jss,ECS J. Solid State Sci. Technol.,http_error,,2015,popov2025
10.1149/2.0291605jss,https://doi.org/10.1149/2.0291605jss,ECS J. Solid State Sci. Technol.,not_oa,,2016,popov2025
10.1149/2162-8777/ac6d74,https://doi.org/10.1149/2162-8777/ac6d74,ECS J. Solid State Sci. Technol.,not_oa,,2022,popov2025
10.1149/05013.0107ecst,https://doi.org/10.1149/05013.0107ecst,ECS Trans.,not_oa,,2013,popov2025
10.1149/05051.0045ecst,https://doi.org/10.1149/05051.0045ecst,ECS Trans.,not_oa,,2013,popov2025
10.1149/06001.0513ecst,https://doi.org/10.1149/06001.0513ecst,ECS Trans.,not_oa,(Keynote) atomic layer deposition trends and challenges in high-k/metal gate and alternative channel CMOS processing,2014,cremers2019
10.1149/06409.0147ecst,https://doi.org/10.1149/06409.0147ecst,ECS Trans.,not_oa,,2014,popov2025
10.1149/08606.0041ecst,https://doi.org/10.1149/08606.0041ecst,ECS Trans.,not_oa,,2018,popov2025
10.1149/09203.0003ecst,https://doi.org/10.1149/09203.0003ecst,ECS Trans.,not_oa,,2019,popov2025
10.1149/1.3207582,https://doi.org/10.1149/1.3207582,ECS Trans.,not_oa,Multiscale simulation and optimization of an atomic layer deposition process in a nanoporous material,2009,cremers2019
10.1149/1.3207651,https://doi.org/10.1149/1.3207651,ECS Trans.,not_oa,,2009,popov2025
10.1149/1.3360697,https://doi.org/10.1149/1.3360697,ECS Trans.,not_oa,,2010,popov2025
10.1149/1.3481630,https://doi.org/10.1149/1.3481630,ECS Trans.,not_oa,,2010,popov2025
10.1149/1.3567622,https://doi.org/10.1149/1.3567622,ECS Trans.,not_oa,,2011,popov2025
10.1149/1.3633673,https://doi.org/10.1149/1.3633673,ECS Trans.,not_oa,,2011,popov2025
10.1149/1.3633675,https://doi.org/10.1149/1.3633675,ECS Trans.,not_oa,,2011,popov2025
10.1149/1.1475199,https://doi.org/10.1149/1.1475199,Electrochem. Solid State,not_oa,Atomic layer deposition of nickel by the reduction of preformed nickel oxide,2002,cremers2019
10.1149/1.1587071,https://doi.org/10.1149/1.1587071,Electrochem. Solid State,oa_no_pdf_url,Highly conformal Cu thin-film growth by low-temperature pulsed MOCVD,2003,cremers2019
10.1149/1.2813881,https://doi.org/10.1149/1.2813881,Electrochem. Solid State,not_oa,TiO2/Al2O3/TiO2 nanolaminated thin films for DRAM capacitor deposited by plasma-enhanced atomic layer deposition,2008,cremers2019
10.1149/1.2901542,https://doi.org/10.1149/1.2901542,Electrochem. Solid State,not_oa,Formation of Ru nanotubes by atomic layer deposition onto an anodized aluminum oxide template,2008,cremers2019
10.1149/1.3207867,https://doi.org/10.1149/1.3207867,Electrochem. Solid State,http_error,Low temperature atomic layer deposition of ruthenium thin films using isopropylmethylbenzene-cyclohexadiene-ruthenium and O2,2009,cremers2019
10.1149/1.3355207,https://doi.org/10.1149/1.3355207,Electrochem. Solid State,http_error,Ozone-based metal oxide atomic layer deposition: Impact of N2/O2 supply ratio in ozone generation,2010,cremers2019
10.1149/1.1391185,https://doi.org/10.1149/1.1391185,Electrochem. Solid-State Lett.,not_oa,,1999,popov2025
10.1149/1.1595312,https://doi.org/10.1149/1.1595312,Electrochem. Solid-State Lett.,not_oa,,2003,popov2025
10.1149/1.3266877,https://doi.org/10.1149/1.3266877,Electrochem. Solid-State Lett.,not_oa,,2010,popov2025
10.1149/1.3490413,https://doi.org/10.1149/1.3490413,Electrochem. Solid-State Lett.,oa_no_pdf_url,,2010,popov2025
10.1149/1.3537326,https://doi.org/10.1149/1.3537326,Electrochem. Solid-State Lett.,not_oa,,2011,popov2025
10.1149/1.3556980,https://doi.org/10.1149/1.3556980,Electrochem. Solid-State Lett.,not_oa,,2011,popov2025
10.1149/2.008202esl,https://doi.org/10.1149/2.008202esl,Electrochem. Solid-State Lett.,http_error,,2011,popov2025
10.1016/j.electacta.2014.09.077,https://doi.org/10.1016/j.electacta.2014.09.077,Electrochim. Acta,not_oa,,2014,popov2025
