case_type,ref,detail
pressure_in_source_not_in_output,10.1021_acs.chemmater.2c01154-7a-S0-P003,document.md states a pressure; record has none usable
conflicting_context,10.1021_acs.chemmater.2c01154-7a-S0-P003,"[{""quantity"": ""chamber_total_pressure"", ""scope"": ""paper"", ""values"": [0.799932, 26.6644], ""reason"": ""2 distinct chamber_total_pressure values at paper scope (0.799932, 26.6644); not applied to this exp"
pressure_in_source_not_in_output,10.1021_acs.chemmater.2c01154-7a-S0-P004,document.md states a pressure; record has none usable
conflicting_context,10.1021_acs.chemmater.2c01154-7a-S0-P004,"[{""quantity"": ""chamber_total_pressure"", ""scope"": ""paper"", ""values"": [0.799932, 26.6644], ""reason"": ""2 distinct chamber_total_pressure values at paper scope (0.799932, 26.6644); not applied to this exp"
pressure_in_source_not_in_output,10.1021_acs.chemmater.2c01154-7a-S0-P005,document.md states a pressure; record has none usable
conflicting_context,10.1021_acs.chemmater.2c01154-7a-S0-P005,"[{""quantity"": ""chamber_total_pressure"", ""scope"": ""paper"", ""values"": [0.799932, 26.6644], ""reason"": ""2 distinct chamber_total_pressure values at paper scope (0.799932, 26.6644); not applied to this exp"
pressure_in_source_not_in_output,10.1021_acs.chemmater.2c01154-7a-S0-P006,document.md states a pressure; record has none usable
conflicting_context,10.1021_acs.chemmater.2c01154-7a-S0-P006,"[{""quantity"": ""chamber_total_pressure"", ""scope"": ""paper"", ""values"": [0.799932, 26.6644], ""reason"": ""2 distinct chamber_total_pressure values at paper scope (0.799932, 26.6644); not applied to this exp"
pressure_in_source_not_in_output,10.1021_acs.chemmater.2c01154-7a-S0-P007,document.md states a pressure; record has none usable
conflicting_context,10.1021_acs.chemmater.2c01154-7a-S0-P007,"[{""quantity"": ""chamber_total_pressure"", ""scope"": ""paper"", ""values"": [0.799932, 26.6644], ""reason"": ""2 distinct chamber_total_pressure values at paper scope (0.799932, 26.6644); not applied to this exp"
pressure_in_source_not_in_output,10.1021_acs.chemmater.2c01154-7a-S0-P008,document.md states a pressure; record has none usable
conflicting_context,10.1021_acs.chemmater.2c01154-7a-S0-P008,"[{""quantity"": ""chamber_total_pressure"", ""scope"": ""paper"", ""values"": [0.799932, 26.6644], ""reason"": ""2 distinct chamber_total_pressure values at paper scope (0.799932, 26.6644); not applied to this exp"
pressure_in_source_not_in_output,10.1021_acs.chemmater.2c01154-7a-S0-P009,document.md states a pressure; record has none usable
conflicting_context,10.1021_acs.chemmater.2c01154-7a-S0-P009,"[{""quantity"": ""chamber_total_pressure"", ""scope"": ""paper"", ""values"": [0.799932, 26.6644], ""reason"": ""2 distinct chamber_total_pressure values at paper scope (0.799932, 26.6644); not applied to this exp"
pressure_in_source_not_in_output,10.1021_acs.chemmater.2c01154-7a-S0-P010,document.md states a pressure; record has none usable
conflicting_context,10.1021_acs.chemmater.2c01154-7a-S0-P010,"[{""quantity"": ""chamber_total_pressure"", ""scope"": ""paper"", ""values"": [0.799932, 26.6644], ""reason"": ""2 distinct chamber_total_pressure values at paper scope (0.799932, 26.6644); not applied to this exp"
pressure_in_source_not_in_output,10.1021_acs.chemmater.2c01154-7a-S0-P011,document.md states a pressure; record has none usable
conflicting_context,10.1021_acs.chemmater.2c01154-7a-S0-P011,"[{""quantity"": ""chamber_total_pressure"", ""scope"": ""paper"", ""values"": [0.799932, 26.6644], ""reason"": ""2 distinct chamber_total_pressure values at paper scope (0.799932, 26.6644); not applied to this exp"
pressure_in_source_not_in_output,10.1021_acs.chemmater.2c01154-7a-S0-P012,document.md states a pressure; record has none usable
conflicting_context,10.1021_acs.chemmater.2c01154-7a-S0-P012,"[{""quantity"": ""chamber_total_pressure"", ""scope"": ""paper"", ""values"": [0.799932, 26.6644], ""reason"": ""2 distinct chamber_total_pressure values at paper scope (0.799932, 26.6644); not applied to this exp"
pressure_in_source_not_in_output,10.1021_acs.chemmater.2c01154-7a-S0-P013,document.md states a pressure; record has none usable
conflicting_context,10.1021_acs.chemmater.2c01154-7a-S0-P013,"[{""quantity"": ""chamber_total_pressure"", ""scope"": ""paper"", ""values"": [0.799932, 26.6644], ""reason"": ""2 distinct chamber_total_pressure values at paper scope (0.799932, 26.6644); not applied to this exp"
pressure_in_source_not_in_output,10.1021_acs.chemmater.2c01154-7a-S0-P014,document.md states a pressure; record has none usable
conflicting_context,10.1021_acs.chemmater.2c01154-7a-S0-P014,"[{""quantity"": ""chamber_total_pressure"", ""scope"": ""paper"", ""values"": [0.799932, 26.6644], ""reason"": ""2 distinct chamber_total_pressure values at paper scope (0.799932, 26.6644); not applied to this exp"
pressure_in_source_not_in_output,10.1021_acs.chemmater.2c01154-7a-S1-P000,document.md states a pressure; record has none usable
conflicting_context,10.1021_acs.chemmater.2c01154-7a-S1-P000,"[{""quantity"": ""chamber_total_pressure"", ""scope"": ""paper"", ""values"": [0.799932, 26.6644], ""reason"": ""2 distinct chamber_total_pressure values at paper scope (0.799932, 26.6644); not applied to this exp"
pressure_in_source_not_in_output,10.1021_acs.chemmater.2c01154-7a-S1-P001,document.md states a pressure; record has none usable
conflicting_context,10.1021_acs.chemmater.2c01154-7a-S1-P001,"[{""quantity"": ""chamber_total_pressure"", ""scope"": ""paper"", ""values"": [0.799932, 26.6644], ""reason"": ""2 distinct chamber_total_pressure values at paper scope (0.799932, 26.6644); not applied to this exp"
pressure_in_source_not_in_output,10.1021_acs.chemmater.2c01154-7a-S1-P002,document.md states a pressure; record has none usable
conflicting_context,10.1021_acs.chemmater.2c01154-7a-S1-P002,"[{""quantity"": ""chamber_total_pressure"", ""scope"": ""paper"", ""values"": [0.799932, 26.6644], ""reason"": ""2 distinct chamber_total_pressure values at paper scope (0.799932, 26.6644); not applied to this exp"
pressure_in_source_not_in_output,10.1021_acs.chemmater.2c01154-7a-S1-P003,document.md states a pressure; record has none usable
conflicting_context,10.1021_acs.chemmater.2c01154-7a-S1-P003,"[{""quantity"": ""chamber_total_pressure"", ""scope"": ""paper"", ""values"": [0.799932, 26.6644], ""reason"": ""2 distinct chamber_total_pressure values at paper scope (0.799932, 26.6644); not applied to this exp"
pressure_in_source_not_in_output,10.1021_acs.chemmater.2c01154-7a-S1-P004,document.md states a pressure; record has none usable
conflicting_context,10.1021_acs.chemmater.2c01154-7a-S1-P004,"[{""quantity"": ""chamber_total_pressure"", ""scope"": ""paper"", ""values"": [0.799932, 26.6644], ""reason"": ""2 distinct chamber_total_pressure values at paper scope (0.799932, 26.6644); not applied to this exp"
pressure_in_source_not_in_output,10.1021_acs.chemmater.2c01154-7a-S1-P005,document.md states a pressure; record has none usable
conflicting_context,10.1021_acs.chemmater.2c01154-7a-S1-P005,"[{""quantity"": ""chamber_total_pressure"", ""scope"": ""paper"", ""values"": [0.799932, 26.6644], ""reason"": ""2 distinct chamber_total_pressure values at paper scope (0.799932, 26.6644); not applied to this exp"
pressure_in_source_not_in_output,10.1021_acs.chemmater.2c01154-7a-S1-P006,document.md states a pressure; record has none usable
conflicting_context,10.1021_acs.chemmater.2c01154-7a-S1-P006,"[{""quantity"": ""chamber_total_pressure"", ""scope"": ""paper"", ""values"": [0.799932, 26.6644], ""reason"": ""2 distinct chamber_total_pressure values at paper scope (0.799932, 26.6644); not applied to this exp"
pressure_in_source_not_in_output,10.1021_acs.chemmater.2c01154-7a-S1-P007,document.md states a pressure; record has none usable
conflicting_context,10.1021_acs.chemmater.2c01154-7a-S1-P007,"[{""quantity"": ""chamber_total_pressure"", ""scope"": ""paper"", ""values"": [0.799932, 26.6644], ""reason"": ""2 distinct chamber_total_pressure values at paper scope (0.799932, 26.6644); not applied to this exp"
pressure_in_source_not_in_output,10.1021_acs.chemmater.2c01154-7a-S1-P008,document.md states a pressure; record has none usable
conflicting_context,10.1021_acs.chemmater.2c01154-7a-S1-P008,"[{""quantity"": ""chamber_total_pressure"", ""scope"": ""paper"", ""values"": [0.799932, 26.6644], ""reason"": ""2 distinct chamber_total_pressure values at paper scope (0.799932, 26.6644); not applied to this exp"
pressure_in_source_not_in_output,10.1021_acs.chemmater.2c01154-7a-S1-P009,document.md states a pressure; record has none usable
conflicting_context,10.1021_acs.chemmater.2c01154-7a-S1-P009,"[{""quantity"": ""chamber_total_pressure"", ""scope"": ""paper"", ""values"": [0.799932, 26.6644], ""reason"": ""2 distinct chamber_total_pressure values at paper scope (0.799932, 26.6644); not applied to this exp"
pressure_in_source_not_in_output,10.1021_acs.chemmater.2c01154-7a-S1-P010,document.md states a pressure; record has none usable
conflicting_context,10.1021_acs.chemmater.2c01154-7a-S1-P010,"[{""quantity"": ""chamber_total_pressure"", ""scope"": ""paper"", ""values"": [0.799932, 26.6644], ""reason"": ""2 distinct chamber_total_pressure values at paper scope (0.799932, 26.6644); not applied to this exp"
pressure_in_source_not_in_output,10.1021_acs.chemmater.2c01154-7a-S1-P011,document.md states a pressure; record has none usable
conflicting_context,10.1021_acs.chemmater.2c01154-7a-S1-P011,"[{""quantity"": ""chamber_total_pressure"", ""scope"": ""paper"", ""values"": [0.799932, 26.6644], ""reason"": ""2 distinct chamber_total_pressure values at paper scope (0.799932, 26.6644); not applied to this exp"
pressure_in_source_not_in_output,10.1021_acs.chemmater.2c01154-7a-S1-P012,document.md states a pressure; record has none usable
conflicting_context,10.1021_acs.chemmater.2c01154-7a-S1-P012,"[{""quantity"": ""chamber_total_pressure"", ""scope"": ""paper"", ""values"": [0.799932, 26.6644], ""reason"": ""2 distinct chamber_total_pressure values at paper scope (0.799932, 26.6644); not applied to this exp"
pressure_in_source_not_in_output,10.1021_acs.chemmater.2c01154-7a-S1-P013,document.md states a pressure; record has none usable
conflicting_context,10.1021_acs.chemmater.2c01154-7a-S1-P013,"[{""quantity"": ""chamber_total_pressure"", ""scope"": ""paper"", ""values"": [0.799932, 26.6644], ""reason"": ""2 distinct chamber_total_pressure values at paper scope (0.799932, 26.6644); not applied to this exp"
pressure_in_source_not_in_output,10.1021_acs.chemmater.2c01154-7a-S1-P014,document.md states a pressure; record has none usable
conflicting_context,10.1021_acs.chemmater.2c01154-7a-S1-P014,"[{""quantity"": ""chamber_total_pressure"", ""scope"": ""paper"", ""values"": [0.799932, 26.6644], ""reason"": ""2 distinct chamber_total_pressure values at paper scope (0.799932, 26.6644); not applied to this exp"
pressure_in_source_not_in_output,10.1021_acs.chemmater.2c01154-7a-S2-P000,document.md states a pressure; record has none usable
conflicting_context,10.1021_acs.chemmater.2c01154-7a-S2-P000,"[{""quantity"": ""chamber_total_pressure"", ""scope"": ""paper"", ""values"": [0.799932, 26.6644], ""reason"": ""2 distinct chamber_total_pressure values at paper scope (0.799932, 26.6644); not applied to this exp"
pressure_in_source_not_in_output,10.1021_acs.chemmater.2c01154-7a-S2-P001,document.md states a pressure; record has none usable
conflicting_context,10.1021_acs.chemmater.2c01154-7a-S2-P001,"[{""quantity"": ""chamber_total_pressure"", ""scope"": ""paper"", ""values"": [0.799932, 26.6644], ""reason"": ""2 distinct chamber_total_pressure values at paper scope (0.799932, 26.6644); not applied to this exp"
pressure_in_source_not_in_output,10.1021_acs.chemmater.2c01154-7a-S2-P002,document.md states a pressure; record has none usable
conflicting_context,10.1021_acs.chemmater.2c01154-7a-S2-P002,"[{""quantity"": ""chamber_total_pressure"", ""scope"": ""paper"", ""values"": [0.799932, 26.6644], ""reason"": ""2 distinct chamber_total_pressure values at paper scope (0.799932, 26.6644); not applied to this exp"
pressure_in_source_not_in_output,10.1021_acs.chemmater.2c01154-7a-S2-P003,document.md states a pressure; record has none usable
conflicting_context,10.1021_acs.chemmater.2c01154-7a-S2-P003,"[{""quantity"": ""chamber_total_pressure"", ""scope"": ""paper"", ""values"": [0.799932, 26.6644], ""reason"": ""2 distinct chamber_total_pressure values at paper scope (0.799932, 26.6644); not applied to this exp"
pressure_in_source_not_in_output,10.1021_acs.chemmater.2c01154-7a-S2-P004,document.md states a pressure; record has none usable
conflicting_context,10.1021_acs.chemmater.2c01154-7a-S2-P004,"[{""quantity"": ""chamber_total_pressure"", ""scope"": ""paper"", ""values"": [0.799932, 26.6644], ""reason"": ""2 distinct chamber_total_pressure values at paper scope (0.799932, 26.6644); not applied to this exp"
pressure_in_source_not_in_output,10.1021_acs.chemmater.2c01154-7a-S2-P005,document.md states a pressure; record has none usable
conflicting_context,10.1021_acs.chemmater.2c01154-7a-S2-P005,"[{""quantity"": ""chamber_total_pressure"", ""scope"": ""paper"", ""values"": [0.799932, 26.6644], ""reason"": ""2 distinct chamber_total_pressure values at paper scope (0.799932, 26.6644); not applied to this exp"
pressure_in_source_not_in_output,10.1021_acs.chemmater.2c01154-7a-S2-P006,document.md states a pressure; record has none usable
conflicting_context,10.1021_acs.chemmater.2c01154-7a-S2-P006,"[{""quantity"": ""chamber_total_pressure"", ""scope"": ""paper"", ""values"": [0.799932, 26.6644], ""reason"": ""2 distinct chamber_total_pressure values at paper scope (0.799932, 26.6644); not applied to this exp"
pressure_in_source_not_in_output,10.1021_acs.chemmater.2c01154-7a-S2-P007,document.md states a pressure; record has none usable
conflicting_context,10.1021_acs.chemmater.2c01154-7a-S2-P007,"[{""quantity"": ""chamber_total_pressure"", ""scope"": ""paper"", ""values"": [0.799932, 26.6644], ""reason"": ""2 distinct chamber_total_pressure values at paper scope (0.799932, 26.6644); not applied to this exp"
pressure_in_source_not_in_output,10.1021_acs.chemmater.2c01154-7a-S2-P008,document.md states a pressure; record has none usable
conflicting_context,10.1021_acs.chemmater.2c01154-7a-S2-P008,"[{""quantity"": ""chamber_total_pressure"", ""scope"": ""paper"", ""values"": [0.799932, 26.6644], ""reason"": ""2 distinct chamber_total_pressure values at paper scope (0.799932, 26.6644); not applied to this exp"
pressure_in_source_not_in_output,10.1021_acs.chemmater.2c01154-7a-S2-P009,document.md states a pressure; record has none usable
conflicting_context,10.1021_acs.chemmater.2c01154-7a-S2-P009,"[{""quantity"": ""chamber_total_pressure"", ""scope"": ""paper"", ""values"": [0.799932, 26.6644], ""reason"": ""2 distinct chamber_total_pressure values at paper scope (0.799932, 26.6644); not applied to this exp"
pressure_in_source_not_in_output,10.1021_acs.chemmater.2c01154-7a-S2-P010,document.md states a pressure; record has none usable
conflicting_context,10.1021_acs.chemmater.2c01154-7a-S2-P010,"[{""quantity"": ""chamber_total_pressure"", ""scope"": ""paper"", ""values"": [0.799932, 26.6644], ""reason"": ""2 distinct chamber_total_pressure values at paper scope (0.799932, 26.6644); not applied to this exp"
pressure_in_source_not_in_output,10.1021_acs.chemmater.2c01154-7a-S2-P011,document.md states a pressure; record has none usable
conflicting_context,10.1021_acs.chemmater.2c01154-7a-S2-P011,"[{""quantity"": ""chamber_total_pressure"", ""scope"": ""paper"", ""values"": [0.799932, 26.6644], ""reason"": ""2 distinct chamber_total_pressure values at paper scope (0.799932, 26.6644); not applied to this exp"
pressure_in_source_not_in_output,10.1021_acs.chemmater.2c01154-7a-S2-P012,document.md states a pressure; record has none usable
conflicting_context,10.1021_acs.chemmater.2c01154-7a-S2-P012,"[{""quantity"": ""chamber_total_pressure"", ""scope"": ""paper"", ""values"": [0.799932, 26.6644], ""reason"": ""2 distinct chamber_total_pressure values at paper scope (0.799932, 26.6644); not applied to this exp"
pressure_in_source_not_in_output,10.1021_acs.chemmater.2c01154-7a-S2-P013,document.md states a pressure; record has none usable
conflicting_context,10.1021_acs.chemmater.2c01154-7a-S2-P013,"[{""quantity"": ""chamber_total_pressure"", ""scope"": ""paper"", ""values"": [0.799932, 26.6644], ""reason"": ""2 distinct chamber_total_pressure values at paper scope (0.799932, 26.6644); not applied to this exp"
pressure_in_source_not_in_output,10.1021_acs.chemmater.2c01154-7a-S2-P014,document.md states a pressure; record has none usable
conflicting_context,10.1021_acs.chemmater.2c01154-7a-S2-P014,"[{""quantity"": ""chamber_total_pressure"", ""scope"": ""paper"", ""values"": [0.799932, 26.6644], ""reason"": ""2 distinct chamber_total_pressure values at paper scope (0.799932, 26.6644); not applied to this exp"
pressure_in_source_not_in_output,10.1021_acs.chemmater.2c01154-7a-S3-P000,document.md states a pressure; record has none usable
conflicting_context,10.1021_acs.chemmater.2c01154-7a-S3-P000,"[{""quantity"": ""chamber_total_pressure"", ""scope"": ""paper"", ""values"": [0.799932, 26.6644], ""reason"": ""2 distinct chamber_total_pressure values at paper scope (0.799932, 26.6644); not applied to this exp"
pressure_in_source_not_in_output,10.1021_acs.chemmater.2c01154-7a-S3-P001,document.md states a pressure; record has none usable
conflicting_context,10.1021_acs.chemmater.2c01154-7a-S3-P001,"[{""quantity"": ""chamber_total_pressure"", ""scope"": ""paper"", ""values"": [0.799932, 26.6644], ""reason"": ""2 distinct chamber_total_pressure values at paper scope (0.799932, 26.6644); not applied to this exp"
pressure_in_source_not_in_output,10.1021_acs.chemmater.2c01154-7a-S3-P002,document.md states a pressure; record has none usable
conflicting_context,10.1021_acs.chemmater.2c01154-7a-S3-P002,"[{""quantity"": ""chamber_total_pressure"", ""scope"": ""paper"", ""values"": [0.799932, 26.6644], ""reason"": ""2 distinct chamber_total_pressure values at paper scope (0.799932, 26.6644); not applied to this exp"
pressure_in_source_not_in_output,10.1021_acs.chemmater.2c01154-7a-S3-P003,document.md states a pressure; record has none usable
conflicting_context,10.1021_acs.chemmater.2c01154-7a-S3-P003,"[{""quantity"": ""chamber_total_pressure"", ""scope"": ""paper"", ""values"": [0.799932, 26.6644], ""reason"": ""2 distinct chamber_total_pressure values at paper scope (0.799932, 26.6644); not applied to this exp"
pressure_in_source_not_in_output,10.1021_acs.chemmater.2c01154-7a-S3-P004,document.md states a pressure; record has none usable
conflicting_context,10.1021_acs.chemmater.2c01154-7a-S3-P004,"[{""quantity"": ""chamber_total_pressure"", ""scope"": ""paper"", ""values"": [0.799932, 26.6644], ""reason"": ""2 distinct chamber_total_pressure values at paper scope (0.799932, 26.6644); not applied to this exp"
pressure_in_source_not_in_output,10.1021_acs.chemmater.2c01154-7a-S3-P005,document.md states a pressure; record has none usable
conflicting_context,10.1021_acs.chemmater.2c01154-7a-S3-P005,"[{""quantity"": ""chamber_total_pressure"", ""scope"": ""paper"", ""values"": [0.799932, 26.6644], ""reason"": ""2 distinct chamber_total_pressure values at paper scope (0.799932, 26.6644); not applied to this exp"
pressure_in_source_not_in_output,10.1021_acs.chemmater.2c01154-7a-S3-P006,document.md states a pressure; record has none usable
conflicting_context,10.1021_acs.chemmater.2c01154-7a-S3-P006,"[{""quantity"": ""chamber_total_pressure"", ""scope"": ""paper"", ""values"": [0.799932, 26.6644], ""reason"": ""2 distinct chamber_total_pressure values at paper scope (0.799932, 26.6644); not applied to this exp"
pressure_in_source_not_in_output,10.1021_acs.chemmater.2c01154-7a-S3-P007,document.md states a pressure; record has none usable
conflicting_context,10.1021_acs.chemmater.2c01154-7a-S3-P007,"[{""quantity"": ""chamber_total_pressure"", ""scope"": ""paper"", ""values"": [0.799932, 26.6644], ""reason"": ""2 distinct chamber_total_pressure values at paper scope (0.799932, 26.6644); not applied to this exp"
pressure_in_source_not_in_output,10.1021_acs.chemmater.2c01154-7a-S3-P008,document.md states a pressure; record has none usable
conflicting_context,10.1021_acs.chemmater.2c01154-7a-S3-P008,"[{""quantity"": ""chamber_total_pressure"", ""scope"": ""paper"", ""values"": [0.799932, 26.6644], ""reason"": ""2 distinct chamber_total_pressure values at paper scope (0.799932, 26.6644); not applied to this exp"
pressure_in_source_not_in_output,10.1021_acs.chemmater.2c01154-7a-S3-P009,document.md states a pressure; record has none usable
conflicting_context,10.1021_acs.chemmater.2c01154-7a-S3-P009,"[{""quantity"": ""chamber_total_pressure"", ""scope"": ""paper"", ""values"": [0.799932, 26.6644], ""reason"": ""2 distinct chamber_total_pressure values at paper scope (0.799932, 26.6644); not applied to this exp"
pressure_in_source_not_in_output,10.1021_acs.chemmater.2c01154-7a-S3-P010,document.md states a pressure; record has none usable
conflicting_context,10.1021_acs.chemmater.2c01154-7a-S3-P010,"[{""quantity"": ""chamber_total_pressure"", ""scope"": ""paper"", ""values"": [0.799932, 26.6644], ""reason"": ""2 distinct chamber_total_pressure values at paper scope (0.799932, 26.6644); not applied to this exp"
pressure_in_source_not_in_output,10.1021_acs.chemmater.2c01154-7a-S3-P011,document.md states a pressure; record has none usable
conflicting_context,10.1021_acs.chemmater.2c01154-7a-S3-P011,"[{""quantity"": ""chamber_total_pressure"", ""scope"": ""paper"", ""values"": [0.799932, 26.6644], ""reason"": ""2 distinct chamber_total_pressure values at paper scope (0.799932, 26.6644); not applied to this exp"
pressure_in_source_not_in_output,10.1021_acs.chemmater.2c01154-7a-S3-P012,document.md states a pressure; record has none usable
conflicting_context,10.1021_acs.chemmater.2c01154-7a-S3-P012,"[{""quantity"": ""chamber_total_pressure"", ""scope"": ""paper"", ""values"": [0.799932, 26.6644], ""reason"": ""2 distinct chamber_total_pressure values at paper scope (0.799932, 26.6644); not applied to this exp"
pressure_in_source_not_in_output,10.1021_acs.chemmater.2c01154-7a-S3-P013,document.md states a pressure; record has none usable
conflicting_context,10.1021_acs.chemmater.2c01154-7a-S3-P013,"[{""quantity"": ""chamber_total_pressure"", ""scope"": ""paper"", ""values"": [0.799932, 26.6644], ""reason"": ""2 distinct chamber_total_pressure values at paper scope (0.799932, 26.6644); not applied to this exp"
pressure_in_source_not_in_output,10.1021_acs.chemmater.2c01154-7a-S3-P014,document.md states a pressure; record has none usable
conflicting_context,10.1021_acs.chemmater.2c01154-7a-S3-P014,"[{""quantity"": ""chamber_total_pressure"", ""scope"": ""paper"", ""values"": [0.799932, 26.6644], ""reason"": ""2 distinct chamber_total_pressure values at paper scope (0.799932, 26.6644); not applied to this exp"
pressure_in_source_not_in_output,10.1021_acs.chemmater.2c01154-7a-S4-P000,document.md states a pressure; record has none usable
conflicting_context,10.1021_acs.chemmater.2c01154-7a-S4-P000,"[{""quantity"": ""chamber_total_pressure"", ""scope"": ""paper"", ""values"": [0.799932, 26.6644], ""reason"": ""2 distinct chamber_total_pressure values at paper scope (0.799932, 26.6644); not applied to this exp"
pressure_in_source_not_in_output,10.1021_acs.chemmater.2c01154-7a-S4-P001,document.md states a pressure; record has none usable
conflicting_context,10.1021_acs.chemmater.2c01154-7a-S4-P001,"[{""quantity"": ""chamber_total_pressure"", ""scope"": ""paper"", ""values"": [0.799932, 26.6644], ""reason"": ""2 distinct chamber_total_pressure values at paper scope (0.799932, 26.6644); not applied to this exp"
pressure_in_source_not_in_output,10.1021_acs.chemmater.2c01154-7a-S4-P002,document.md states a pressure; record has none usable
conflicting_context,10.1021_acs.chemmater.2c01154-7a-S4-P002,"[{""quantity"": ""chamber_total_pressure"", ""scope"": ""paper"", ""values"": [0.799932, 26.6644], ""reason"": ""2 distinct chamber_total_pressure values at paper scope (0.799932, 26.6644); not applied to this exp"
pressure_in_source_not_in_output,10.1021_acs.chemmater.2c01154-7a-S4-P003,document.md states a pressure; record has none usable
conflicting_context,10.1021_acs.chemmater.2c01154-7a-S4-P003,"[{""quantity"": ""chamber_total_pressure"", ""scope"": ""paper"", ""values"": [0.799932, 26.6644], ""reason"": ""2 distinct chamber_total_pressure values at paper scope (0.799932, 26.6644); not applied to this exp"
pressure_in_source_not_in_output,10.1021_acs.chemmater.2c01154-7a-S4-P004,document.md states a pressure; record has none usable
conflicting_context,10.1021_acs.chemmater.2c01154-7a-S4-P004,"[{""quantity"": ""chamber_total_pressure"", ""scope"": ""paper"", ""values"": [0.799932, 26.6644], ""reason"": ""2 distinct chamber_total_pressure values at paper scope (0.799932, 26.6644); not applied to this exp"
pressure_in_source_not_in_output,10.1021_acs.chemmater.2c01154-7a-S4-P005,document.md states a pressure; record has none usable
conflicting_context,10.1021_acs.chemmater.2c01154-7a-S4-P005,"[{""quantity"": ""chamber_total_pressure"", ""scope"": ""paper"", ""values"": [0.799932, 26.6644], ""reason"": ""2 distinct chamber_total_pressure values at paper scope (0.799932, 26.6644); not applied to this exp"
pressure_in_source_not_in_output,10.1021_acs.chemmater.2c01154-7a-S4-P006,document.md states a pressure; record has none usable
conflicting_context,10.1021_acs.chemmater.2c01154-7a-S4-P006,"[{""quantity"": ""chamber_total_pressure"", ""scope"": ""paper"", ""values"": [0.799932, 26.6644], ""reason"": ""2 distinct chamber_total_pressure values at paper scope (0.799932, 26.6644); not applied to this exp"
pressure_in_source_not_in_output,10.1021_acs.chemmater.2c01154-7a-S4-P007,document.md states a pressure; record has none usable
conflicting_context,10.1021_acs.chemmater.2c01154-7a-S4-P007,"[{""quantity"": ""chamber_total_pressure"", ""scope"": ""paper"", ""values"": [0.799932, 26.6644], ""reason"": ""2 distinct chamber_total_pressure values at paper scope (0.799932, 26.6644); not applied to this exp"
pressure_in_source_not_in_output,10.1021_acs.chemmater.2c01154-7a-S4-P008,document.md states a pressure; record has none usable
conflicting_context,10.1021_acs.chemmater.2c01154-7a-S4-P008,"[{""quantity"": ""chamber_total_pressure"", ""scope"": ""paper"", ""values"": [0.799932, 26.6644], ""reason"": ""2 distinct chamber_total_pressure values at paper scope (0.799932, 26.6644); not applied to this exp"
pressure_in_source_not_in_output,10.1021_acs.chemmater.2c01154-7a-S4-P009,document.md states a pressure; record has none usable
conflicting_context,10.1021_acs.chemmater.2c01154-7a-S4-P009,"[{""quantity"": ""chamber_total_pressure"", ""scope"": ""paper"", ""values"": [0.799932, 26.6644], ""reason"": ""2 distinct chamber_total_pressure values at paper scope (0.799932, 26.6644); not applied to this exp"
pressure_in_source_not_in_output,10.1021_acs.chemmater.2c01154-7a-S4-P010,document.md states a pressure; record has none usable
conflicting_context,10.1021_acs.chemmater.2c01154-7a-S4-P010,"[{""quantity"": ""chamber_total_pressure"", ""scope"": ""paper"", ""values"": [0.799932, 26.6644], ""reason"": ""2 distinct chamber_total_pressure values at paper scope (0.799932, 26.6644); not applied to this exp"
pressure_in_source_not_in_output,10.1021_acs.chemmater.2c01154-7a-S4-P011,document.md states a pressure; record has none usable
conflicting_context,10.1021_acs.chemmater.2c01154-7a-S4-P011,"[{""quantity"": ""chamber_total_pressure"", ""scope"": ""paper"", ""values"": [0.799932, 26.6644], ""reason"": ""2 distinct chamber_total_pressure values at paper scope (0.799932, 26.6644); not applied to this exp"
pressure_in_source_not_in_output,10.1021_acs.chemmater.2c01154-7a-S4-P012,document.md states a pressure; record has none usable
conflicting_context,10.1021_acs.chemmater.2c01154-7a-S4-P012,"[{""quantity"": ""chamber_total_pressure"", ""scope"": ""paper"", ""values"": [0.799932, 26.6644], ""reason"": ""2 distinct chamber_total_pressure values at paper scope (0.799932, 26.6644); not applied to this exp"
pressure_in_source_not_in_output,10.1021_acs.chemmater.2c01154-7a-S4-P013,document.md states a pressure; record has none usable
conflicting_context,10.1021_acs.chemmater.2c01154-7a-S4-P013,"[{""quantity"": ""chamber_total_pressure"", ""scope"": ""paper"", ""values"": [0.799932, 26.6644], ""reason"": ""2 distinct chamber_total_pressure values at paper scope (0.799932, 26.6644); not applied to this exp"
pressure_in_source_not_in_output,10.1021_acs.chemmater.2c01154-7a-S4-P014,document.md states a pressure; record has none usable
conflicting_context,10.1021_acs.chemmater.2c01154-7a-S4-P014,"[{""quantity"": ""chamber_total_pressure"", ""scope"": ""paper"", ""values"": [0.799932, 26.6644], ""reason"": ""2 distinct chamber_total_pressure values at paper scope (0.799932, 26.6644); not applied to this exp"
pressure_in_source_not_in_output,10.1021_acs.chemmater.2c01154-7a-S5-P000,document.md states a pressure; record has none usable
conflicting_context,10.1021_acs.chemmater.2c01154-7a-S5-P000,"[{""quantity"": ""chamber_total_pressure"", ""scope"": ""paper"", ""values"": [0.799932, 26.6644], ""reason"": ""2 distinct chamber_total_pressure values at paper scope (0.799932, 26.6644); not applied to this exp"
pressure_in_source_not_in_output,10.1021_acs.chemmater.2c01154-7a-S5-P001,document.md states a pressure; record has none usable
